sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_radv
1,1,,5627.00,0.92,0.95,-0.010,[Fe/H],-0.112,4.50,4.070,1.40588,,
1,1,,5355.00,0.84,0.88,0.000,[Fe/H],-0.344,4.54,4.470,1.41129,,
1,1,,4192.00,0.57,0.60,-0.270,[Fe/H],-0.907,4.69,3.310,18.76826,,
1,1,,4945.00,0.75,0.79,-0.050,[Fe/H],-0.507,4.60,4.680,1.80464,,
1,1,,3701.00,0.49,0.51,-0.020,[Fe/H],-1.295,4.77,4.270,4.41969,,
1,1,,5723.00,0.99,1.00,0.060,[Fe/H],0.390,4.45,4.570,0.81913,,
1,1,,5520.00,0.91,0.94,0.070,[Fe/H],0.449,4.50,4.470,0.12310,,
1,1,,5403.00,0.84,0.87,-0.090,[Fe/H],-0.348,4.54,4.470,0.49933,,
2,3,,5875.23,1.26,1.06,0.126,[M/H],0.231,4.26,6.310,0.75112,0.5000,-20.90
2,3,,5875.23,1.26,1.06,0.126,[M/H],0.231,4.26,6.310,0.75112,0.5000,-20.90
2,3,,5875.23,1.26,1.06,0.126,[M/H],0.231,4.26,6.300,0.75112,0.5000,-20.90
1,1,,5890.00,1.11,1.08,0.130,[Fe/H],0.197,4.38,3.720,1.70798,,
1,1,,5021.00,0.76,0.80,-0.040,[Fe/H],-0.457,4.58,5.010,5.76639,,
1,1,,5559.00,0.89,0.92,-0.050,[Fe/H],0.480,4.51,3.980,0.62438,,
1,1,,5703.00,0.95,0.96,-0.030,[Fe/H],-0.041,4.47,4.370,1.68649,,
1,1,,5493.00,0.86,0.89,-0.110,[Fe/H],0.209,4.53,4.370,6.18467,,
1,1,,5963.00,1.16,1.11,0.150,[Fe/H],-0.051,4.36,3.390,1.28198,,
1,1,,5649.00,0.92,0.94,-0.070,[Fe/H],0.108,4.49,4.470,1.77544,,
1,1,,4841.00,0.73,0.77,-0.040,[Fe/H],-0.567,4.60,5.500,2.64998,,
1,1,,5715.00,0.96,0.98,0.020,[Fe/H],-0.024,4.47,4.270,2.21218,,
1,1,,5518.00,0.88,0.91,-0.010,[Fe/H],-0.153,4.51,4.570,1.49344,,
1,2,G4 V,5638.00,0.93,0.81,-0.290,[Fe/H],-0.097,4.40,9.800,1.37000,,-38.70
1,2,G4 V,5638.00,0.93,0.81,-0.290,[Fe/H],-0.097,4.40,9.800,1.37000,,-38.70
1,1,,5913.00,1.16,1.11,0.190,[Fe/H],0.141,4.35,3.550,1.33649,,
1,1,,3715.00,0.50,0.53,0.040,[Fe/H],-1.305,4.76,3.980,4.37819,,
1,1,,5440.00,0.86,0.90,-0.010,[Fe/H],-0.233,4.53,4.680,2.38978,,
2,1,,4881.00,0.72,0.76,-0.100,[Fe/H],-0.427,4.61,4.470,2.43887,,
1,1,,5700.00,0.95,0.97,0.000,[Fe/H],-0.078,4.47,4.070,1.41102,,
1,1,,5181.00,0.80,0.84,-0.010,[Fe/H],-0.159,4.57,4.470,2.41650,,
1,1,,5903.00,1.08,1.06,0.070,[Fe/H],0.151,4.39,3.980,1.69443,,
1,1,,5513.00,0.88,0.92,-0.010,[Fe/H],-0.025,4.52,4.370,1.17261,,
1,1,,5612.00,0.91,0.94,-0.030,[Fe/H],0.388,4.50,4.270,0.13928,,
1,1,,5330.00,0.78,0.81,-0.260,[Fe/H],0.475,4.58,4.570,1.98053,,
1,1,,5933.00,1.97,1.36,0.110,[Fe/H],0.696,3.98,2.900,0.32016,4.2000,0.40
1,1,,5692.00,0.96,0.98,0.040,[Fe/H],0.230,4.47,4.370,0.37264,,
1,1,,5343.00,0.84,0.88,0.000,[Fe/H],-0.276,4.54,4.470,2.92779,,
1,1,,5419.00,0.86,0.90,0.000,[Fe/H],-0.159,4.53,4.470,3.85261,,
1,1,,6185.00,1.27,1.18,0.050,[Fe/H],0.067,4.29,2.690,2.29924,,
1,1,,5616.00,0.96,0.97,0.090,[Fe/H],0.036,4.46,5.130,0.12677,,
1,1,,3722.00,0.51,0.53,0.070,[Fe/H],-1.385,4.75,3.890,4.55841,,
1,1,,5394.00,0.84,0.87,-0.060,[Fe/H],-0.218,4.54,4.790,3.42177,,
1,1,,5099.00,0.76,0.80,-0.120,[Fe/H],-0.501,4.58,4.900,3.23320,,
1,1,,5692.00,0.96,0.97,0.010,[Fe/H],0.037,4.47,4.370,2.78453,,
1,1,,5071.00,0.77,0.80,-0.080,[Fe/H],-0.481,4.58,4.900,3.27029,,
1,1,,5611.00,0.91,0.94,-0.040,[Fe/H],0.265,4.50,4.170,4.18264,,
1,1,,5222.00,0.80,0.84,-0.040,[Fe/H],-0.499,4.56,4.370,0.16337,,
1,2,,5148.00,0.78,0.84,-0.030,[Fe/H],-0.484,4.58,3.310,2.85327,,
1,2,,5148.00,0.78,0.84,-0.030,[Fe/H],-0.484,4.58,3.310,2.02177,,
1,1,,5785.00,0.99,0.98,-0.030,[Fe/H],0.085,4.44,3.800,4.36629,,
1,1,,5995.00,1.12,1.09,0.040,[Fe/H],0.460,4.37,3.550,1.14941,,
1,1,,5871.00,1.04,1.04,0.020,[Fe/H],0.165,4.42,3.980,0.10290,,
1,2,,5099.00,0.78,0.83,0.000,[Fe/H],-0.504,4.58,4.570,2.27260,,
1,2,,5012.00,0.74,0.83,0.180,[Fe/H],-0.504,4.62,6.200,2.86227,,
1,1,,5485.00,0.85,0.88,-0.120,[Fe/H],0.604,4.53,4.370,0.03994,,
1,1,,6191.00,1.30,1.18,0.060,[Fe/H],0.134,4.28,2.570,2.08526,,
1,1,,5777.00,0.98,0.99,-0.020,[Fe/H],0.448,4.45,3.980,0.68424,,
1,1,,5618.00,0.92,0.95,0.000,[Fe/H],0.032,4.49,3.630,1.58713,,
1,1,,5075.00,0.78,0.82,-0.010,[Fe/H],-0.362,4.58,4.900,1.70108,,
1,2,,5863.00,1.05,1.03,0.020,[Fe/H],-0.039,4.41,4.370,2.99360,,
1,2,,5863.00,1.05,1.03,0.020,[Fe/H],-0.039,4.41,4.370,1.72522,,
1,1,,5539.00,0.89,0.92,0.000,[Fe/H],-0.172,4.51,4.570,1.45056,,
1,1,,5437.00,0.86,0.90,-0.020,[Fe/H],-0.223,4.53,4.370,6.24879,,
1,1,,5363.00,0.84,0.88,-0.010,[Fe/H],-0.313,4.54,4.370,1.64307,,
1,1,,5452.00,0.85,0.88,-0.090,[Fe/H],-0.319,4.53,4.470,1.66656,,
1,1,,5441.00,0.86,0.89,-0.010,[Fe/H],-0.317,4.53,4.790,0.57270,,
1,1,,5660.00,0.93,0.95,-0.030,[Fe/H],0.227,4.49,4.070,1.31116,,
1,1,,5633.00,0.91,0.94,-0.050,[Fe/H],0.261,4.50,4.270,0.82730,,
1,2,,5620.00,1.41,1.05,0.210,[Fe/H],0.236,4.16,9.500,0.52900,,
1,2,,5620.00,1.41,1.05,0.210,[Fe/H],0.236,4.16,9.500,0.52900,,
1,1,,5849.00,1.06,1.03,0.040,[Fe/H],0.035,4.41,3.800,1.39080,,
1,2,,3631.00,0.46,0.49,-0.010,[Fe/H],-1.375,4.79,4.470,5.14049,,
1,2,,3631.00,0.46,0.49,-0.010,[Fe/H],-1.375,4.79,4.470,5.14049,,
1,1,,5418.00,0.86,0.90,0.010,[Fe/H],-0.298,4.53,4.270,2.62459,,
1,1,,5326.00,0.78,0.85,-0.170,[Fe/H],0.374,4.59,2.340,0.57209,,
1,1,,5107.00,0.80,0.85,0.070,[Fe/H],-0.517,4.57,4.370,11.97771,,
1,1,,5217.00,0.81,0.86,0.030,[Fe/H],-0.350,4.56,4.270,2.78265,,
1,1,,3813.00,0.48,0.51,-0.240,[Fe/H],-1.301,4.77,3.890,5.23896,,
1,1,,5327.00,0.82,0.86,-0.090,[Fe/H],-0.213,4.55,4.570,3.83443,,
1,1,,5601.00,0.90,0.93,-0.080,[Fe/H],0.018,4.51,4.270,0.90987,,
1,1,F8 V,6000.00,1.12,1.18,0.420,[Fe/H],0.332,4.44,0.800,1.30000,5.0000,19.37
1,1,,5438.00,0.87,0.91,0.030,[Fe/H],-0.123,4.52,4.790,1.68147,,
1,1,,6129.00,1.24,1.16,0.070,[Fe/H],0.332,4.31,3.160,1.09896,,
1,1,,4642.00,0.71,0.76,0.070,[Fe/H],-0.692,4.62,2.570,3.26173,,
2,1,,5486.00,0.85,0.94,0.010,[Fe/H],-0.176,4.55,1.860,1.68610,,-3.46
1,1,,5594.00,0.93,0.94,0.000,[Fe/H],-0.222,4.48,5.130,9.79490,,
1,1,,5849.00,1.04,1.04,0.060,[Fe/H],0.376,4.42,4.070,0.48669,,
1,1,,5418.00,0.93,0.91,0.090,[Fe/H],-0.172,4.46,8.710,5.10370,,
1,1,,5096.00,0.78,0.82,-0.030,[Fe/H],-0.432,4.58,4.790,0.59966,,
1,1,,5934.00,1.10,1.07,0.080,[Fe/H],0.360,4.38,3.720,1.44884,,
1,1,,5009.00,0.75,0.79,-0.110,[Fe/H],-0.494,4.59,4.570,3.54617,,
1,1,K0 V,5200.00,0.89,0.91,0.300,[Fe/H],-0.215,4.50,6.200,1.85000,3.5000,-64.18
1,2,,6160.00,1.23,1.15,0.030,[Fe/H],0.344,4.32,3.090,0.96520,,
1,2,,6160.00,1.23,1.15,0.030,[Fe/H],0.344,4.32,3.090,0.62700,,
1,1,,5387.00,0.84,0.87,-0.060,[Fe/H],-0.264,4.54,4.470,2.11123,,
1,1,,5373.00,0.83,0.87,-0.080,[Fe/H],-0.125,4.54,4.070,1.61544,,
1,1,,4346.00,0.65,0.68,-0.030,[Fe/H],-0.865,4.65,3.630,4.41767,,
1,1,,5935.00,1.08,1.06,0.050,[Fe/H],0.416,4.39,3.800,0.72319,,
2,2,,5043.00,0.77,0.82,-0.010,[Fe/H],-0.457,4.58,4.900,2.78725,,
2,2,,5043.00,0.77,0.82,-0.010,[Fe/H],-0.457,4.58,4.900,7.67757,,
1,1,,5282.00,0.79,0.82,-0.190,[Fe/H],-0.358,4.57,4.470,2.17012,,
1,1,,6014.00,1.13,1.08,0.020,[Fe/H],0.160,4.37,3.310,3.50120,,
1,4,,6228.00,1.42,1.16,-0.100,[Fe/H],0.563,4.19,3.800,0.45714,,
1,4,,6228.00,1.42,1.16,-0.100,[Fe/H],0.563,4.19,3.800,0.18030,,
1,4,,6228.00,1.42,1.16,-0.100,[Fe/H],0.563,4.19,3.800,0.69277,,
1,4,,6228.00,1.42,1.16,-0.100,[Fe/H],0.563,4.19,3.800,0.42398,,
1,1,,5860.00,1.04,1.04,0.060,[Fe/H],0.061,4.42,3.890,1.51220,,
1,1,F,6409.00,1.32,1.20,-0.100,[Fe/H],0.451,4.20,0.620,0.96729,6.5000,
1,2,,5322.00,0.85,0.89,0.080,[Fe/H],-0.280,4.54,4.570,2.12083,,
1,2,,5322.00,0.85,0.89,0.080,[Fe/H],-0.280,4.54,4.570,5.32948,,
1,1,,5706.00,0.93,0.95,-0.090,[Fe/H],-0.117,4.48,4.070,2.35867,,
1,1,,5944.00,1.08,1.06,0.020,[Fe/H],0.318,4.40,3.800,0.77867,,
1,1,,5166.00,0.80,0.84,0.010,[Fe/H],-0.334,4.57,4.790,4.49591,,
1,1,,5557.00,0.89,0.92,-0.060,[Fe/H],-0.136,4.51,4.170,1.45710,,
1,1,,5901.00,1.06,1.05,0.040,[Fe/H],0.146,4.41,3.720,0.84868,,
1,1,,5992.00,1.15,1.10,0.090,[Fe/H],0.451,4.36,3.630,0.52073,,
1,1,,5694.00,0.94,0.96,-0.050,[Fe/H],0.476,4.48,4.070,32.90527,,
1,1,,5108.00,0.78,0.82,-0.030,[Fe/H],-0.466,4.58,4.570,8.33869,,
1,2,,6186.00,1.28,1.19,0.060,[Fe/H],0.179,4.30,2.880,1.36184,,
1,2,,6186.00,1.28,1.19,0.060,[Fe/H],0.179,4.30,2.880,1.50391,,
1,1,G5 V,5520.00,0.99,0.95,0.200,[M/H],-0.046,4.42,7.500,1.36500,1.5000,-24.76
1,3,,5598.00,0.92,0.94,-0.010,[Fe/H],0.054,4.49,4.570,3.25028,,
1,3,,5598.00,0.92,0.94,-0.010,[Fe/H],0.054,4.49,4.570,0.97772,,
1,3,,5598.00,0.92,0.94,-0.010,[Fe/H],0.054,4.49,4.570,2.07455,,
1,1,,5906.00,1.05,1.03,0.010,[Fe/H],0.355,4.42,3.720,0.77515,,
1,1,,5714.00,1.11,0.98,0.030,[Fe/H],0.475,4.33,8.130,0.53550,,
1,1,,5850.00,1.01,1.04,0.050,[Fe/H],0.095,4.45,2.820,0.91462,,
1,1,,6403.00,2.42,1.57,0.040,[Fe/H],0.753,3.87,2.140,0.38065,,
1,1,,5468.00,0.84,0.92,-0.040,[Fe/H],-0.267,4.56,1.860,1.97281,,
1,1,,5071.00,0.78,0.83,0.050,[Fe/H],-0.437,4.58,4.370,7.27284,,
1,1,,4043.00,0.56,0.58,-0.170,[Fe/H],-0.968,4.71,3.160,5.77301,,
1,1,,5102.00,0.77,0.81,-0.090,[Fe/H],-0.413,4.58,5.250,2.72690,,
2,1,,3804.00,0.44,0.46,-0.430,[Fe/H],-1.234,4.81,3.890,4.62877,,
2,1,G,5089.00,0.75,0.84,-0.140,[Fe/H],-0.498,4.60,0.625,2.84000,2.6000,-3.51
1,1,,5769.00,1.02,1.01,0.050,[Fe/H],0.017,4.42,4.900,1.01394,,
1,1,,5162.00,0.78,0.81,-0.100,[Fe/H],-0.384,4.58,4.900,1.84941,,
1,1,,5867.00,1.01,0.98,-0.140,[Fe/H],0.110,4.42,5.250,0.94331,,-67.61
1,2,,5521.00,0.89,0.93,0.010,[Fe/H],-0.231,4.51,3.890,0.90656,,
1,2,,5411.49,0.87,0.94,-0.030,[M/H],-0.231,4.53,9.700,1.99808,,
1,1,,5674.00,1.32,1.00,0.070,[Fe/H],0.857,4.19,9.120,0.05821,4.8000,-0.56
1,1,,4739.00,0.71,0.77,-0.020,[Fe/H],-0.683,4.62,2.820,3.97867,,
1,1,,4838.00,0.74,0.81,0.090,[Fe/H],-0.583,4.61,2.510,2.25989,,
1,1,,4248.00,0.62,0.65,-0.090,[Fe/H],-0.895,4.67,3.390,3.24108,,
1,1,,6159.00,1.23,1.16,0.050,[Fe/H],0.336,4.32,3.020,0.10251,,
1,1,,5870.00,1.02,1.01,-0.060,[Fe/H],0.496,4.42,3.720,0.46008,,
1,4,,6174.00,1.30,1.17,-0.073,[M/H],0.342,4.27,3.440,0.74100,,
1,4,,6174.00,1.30,1.17,-0.073,[M/H],0.342,4.27,3.440,0.74100,,
1,4,,6174.00,1.30,1.17,-0.073,[M/H],0.342,4.27,3.440,0.74100,,
1,4,,6174.00,1.30,1.17,-0.073,[M/H],0.342,4.27,3.440,0.74100,,
1,1,,5208.00,0.80,0.84,-0.050,[Fe/H],-0.424,4.56,4.900,9.48847,,
1,1,,6383.00,1.47,1.30,0.060,[Fe/H],0.403,4.21,2.240,0.01771,,
1,1,,5971.00,1.12,1.09,0.080,[Fe/H],0.274,4.38,3.390,1.52852,,
1,1,,5745.00,0.97,0.98,0.000,[Fe/H],0.110,4.46,4.270,0.95862,,
1,1,,5839.00,1.38,1.19,0.340,[Fe/H],0.506,4.23,4.070,1.28479,,
2,1,,5631.00,0.96,0.94,-0.020,[Fe/H],-0.022,4.45,6.460,1.24741,,
1,1,,5475.00,1.09,0.93,0.090,[Fe/H],0.572,4.33,11.750,3.55345,,-32.69
1,1,,5680.00,0.95,0.96,-0.020,[Fe/H],0.470,4.47,3.890,0.72049,,
1,1,,6224.00,1.29,1.19,0.030,[Fe/H],0.222,4.29,2.820,0.70442,,
1,1,,5681.00,0.93,0.95,-0.070,[Fe/H],-0.090,4.49,3.980,0.82029,,
1,1,,6213.00,1.49,1.21,-0.055,[Fe/H],0.605,4.17,3.470,0.65374,10.5000,-52.72
1,6,K5,4540.00,0.68,0.73,0.040,[Fe/H],-0.770,4.64,2.000,2.33000,,
1,6,K5,4540.00,0.68,0.73,0.040,[Fe/H],-0.770,4.64,2.000,2.33000,,
1,6,K5,4540.00,0.68,0.73,0.040,[Fe/H],-0.770,4.64,2.000,2.33000,,
1,6,K5,4540.00,0.68,0.73,0.040,[Fe/H],-0.770,4.64,2.000,2.33000,,
1,6,K5,4540.00,0.68,0.73,0.040,[Fe/H],-0.770,4.64,2.000,2.33000,,
1,6,K5,4540.00,0.68,0.83,0.040,[M/H],-0.767,4.64,2.000,2.33000,,
1,1,,5315.00,0.82,0.85,-0.090,[Fe/H],-0.358,4.55,4.680,1.01560,,
1,1,,4435.00,0.63,0.67,-0.170,[Fe/H],-0.798,4.66,3.550,1.51020,,
1,1,,5507.00,0.90,0.93,0.060,[Fe/H],-0.226,4.50,4.680,0.49325,,
1,1,,5919.00,1.12,1.05,0.020,[Fe/H],0.241,4.36,4.900,1.83680,,
1,2,,5817.00,1.05,1.01,0.000,[Fe/H],0.050,4.40,5.250,1.15872,,
1,2,,5817.00,1.05,1.01,0.000,[Fe/H],0.050,4.40,5.250,1.03417,,
1,1,,6112.00,1.65,1.19,-0.060,[Fe/H],0.541,4.08,4.270,0.34859,,-9.07
1,1,,5770.00,1.16,0.99,0.000,[Fe/H],0.407,4.30,7.760,0.31224,,-64.50
1,1,,5965.00,1.06,1.04,-0.040,[Fe/H],0.228,4.41,3.720,3.54676,,
1,1,,4653.00,0.71,0.76,0.050,[Fe/H],-0.684,4.62,1.950,4.17487,,
1,1,,5734.00,0.98,0.99,0.040,[Fe/H],0.001,4.45,4.370,0.88628,,
1,3,M0 V,4385.00,0.59,0.64,-0.180,[M/H],-0.889,4.70,3.630,4.19265,,
1,3,M0 V,4385.00,0.59,0.64,-0.180,[M/H],-0.889,4.70,3.630,4.82896,,
1,3,M0 V,4500.00,0.59,0.65,-0.180,[M/H],-0.889,4.70,3.630,11.51428,,
1,1,,5803.00,1.04,1.03,0.100,[Fe/H],-0.032,4.42,4.170,1.65508,,
1,1,,5747.00,1.24,1.01,0.050,[Fe/H],0.323,4.25,7.940,0.62326,,
1,1,,6761.00,1.71,1.45,0.020,[Fe/H],0.752,4.13,1.660,0.77147,,
1,1,,5743.00,0.93,0.95,-0.130,[Fe/H],-0.071,4.48,3.980,1.98618,,
1,1,,6162.00,1.22,1.15,0.010,[Fe/H],0.669,4.33,3.020,1.47416,,
1,1,,5028.00,3.42,1.25,-0.030,[Fe/H],0.857,3.46,4.900,0.12089,,
1,1,,5286.00,0.85,0.90,0.160,[Fe/H],-0.374,4.54,4.170,2.31041,,
1,1,,5861.00,1.03,1.03,0.020,[Fe/H],0.086,4.42,3.550,1.78404,,
1,1,,5638.00,0.92,0.94,-0.080,[Fe/H],-0.124,4.49,3.980,2.45874,,
1,1,,5279.00,0.81,0.86,-0.060,[Fe/H],-0.398,4.55,4.470,2.41873,,
1,5,,5529.00,0.90,0.91,0.211,[M/H],-0.185,4.49,4.680,1.77000,,
1,5,,5529.00,0.90,0.91,0.211,[M/H],-0.185,4.49,4.680,1.77000,,
1,5,,5428.00,0.94,0.96,0.211,[M/H],-0.185,4.47,4.680,2.33960,,
1,5,,5428.00,0.94,0.96,0.211,[M/H],-0.185,4.47,4.680,2.27335,,
1,5,,5529.00,0.90,0.91,0.211,[M/H],-0.225,4.49,4.680,1.77000,,
1,1,,6260.00,1.36,1.23,0.090,[Fe/H],0.689,4.25,2.630,0.71826,,
1,1,,5191.00,0.80,0.84,-0.030,[Fe/H],-0.364,4.56,4.790,2.35671,,
1,1,,5928.00,1.08,1.06,0.040,[Fe/H],-0.005,4.40,3.550,0.96758,,
1,1,,5643.00,0.96,0.98,0.060,[Fe/H],0.335,4.47,4.470,1.80327,,
1,1,,6035.00,1.22,1.15,0.140,[Fe/H],0.122,4.32,3.310,1.43366,,
1,2,,5976.00,1.08,1.03,-0.080,[Fe/H],0.120,4.39,3.550,1.63287,,
1,2,,5976.00,1.08,1.03,-0.080,[Fe/H],0.120,4.39,3.550,4.81885,,
1,1,,6079.00,1.15,1.05,-0.120,[Fe/H],0.349,4.34,4.370,0.73118,,
1,1,,5602.00,0.91,0.93,-0.060,[Fe/H],0.232,4.50,4.370,3.32701,,
1,1,,5039.00,0.77,0.81,-0.020,[Fe/H],-0.543,4.58,4.570,3.92265,,
1,1,,5698.00,0.97,0.98,0.030,[Fe/H],0.040,4.46,4.680,5.22062,,
2,3,M0 V,4082.00,0.61,0.66,-0.200,[Fe/H],-1.102,4.69,3.090,6.12072,,
2,3,M0 V,4082.00,0.61,0.66,-0.200,[Fe/H],-1.102,4.69,3.090,3.81596,,
2,3,M0 V,4648.00,0.59,0.58,-0.200,[Fe/H],-1.102,4.72,3.090,3.97487,,
1,1,,6037.00,1.11,1.07,-0.020,[Fe/H],0.169,4.38,3.470,0.39990,,
1,1,,5732.00,0.97,0.99,0.020,[Fe/H],0.012,4.46,4.170,3.68960,,
1,1,,5596.00,0.90,0.92,-0.080,[Fe/H],0.070,4.50,4.370,1.01680,,
1,1,,4339.00,0.62,0.64,-0.180,[Fe/H],-0.793,4.67,3.720,5.88599,,
1,1,,4554.00,0.66,0.70,-0.130,[Fe/H],-0.745,4.64,2.690,3.60222,,
1,1,,5954.00,1.11,1.08,0.080,[Fe/H],0.330,4.38,3.630,0.87917,,
1,1,,5895.00,1.04,1.03,-0.010,[Fe/H],0.049,4.41,4.270,0.47666,,
1,1,,5403.00,0.81,0.85,-0.180,[Fe/H],-0.271,4.56,3.980,1.46297,,
1,1,,5770.00,0.96,0.98,-0.060,[Fe/H],-0.099,4.46,4.170,0.69062,,
1,1,,6058.00,1.31,1.22,0.290,[Fe/H],0.437,4.29,2.820,0.53357,,
1,5,,6039.00,1.43,1.00,-0.070,[Fe/H],0.212,4.13,3.980,0.08514,,
1,5,,6039.00,1.43,1.00,-0.070,[Fe/H],0.212,4.13,3.980,0.02901,,
1,5,,6031.00,1.17,1.06,-0.070,[Fe/H],0.212,4.32,3.980,1.20895,,
1,5,,6031.00,1.17,1.06,-0.070,[Fe/H],0.212,4.32,3.980,1.83938,,
1,5,,6031.00,1.17,1.06,-0.070,[Fe/H],0.212,4.32,3.980,1.36354,,
1,1,,5920.00,1.06,1.04,0.000,[Fe/H],0.398,4.41,3.890,0.42192,,
1,1,,5324.00,0.81,0.85,-0.090,[Fe/H],-0.362,4.56,4.470,25.36857,,
1,1,,4848.00,0.73,0.78,-0.020,[Fe/H],-0.612,4.60,4.370,2.76789,,
1,1,,5830.00,1.03,1.02,0.050,[Fe/H],-0.047,4.42,4.170,1.79475,,
1,1,,4128.00,0.57,0.59,-0.240,[Fe/H],-0.921,4.70,3.800,0.58510,,
1,1,,4913.00,0.75,0.79,0.010,[Fe/H],-0.605,4.59,4.790,0.55664,,
1,1,,5579.00,0.91,0.94,0.000,[Fe/H],-0.217,4.50,4.370,3.89592,,
1,1,,4940.00,0.77,0.83,0.150,[Fe/H],-0.507,4.58,3.890,2.42571,,
1,1,,5695.00,1.20,1.01,0.150,[Fe/H],0.594,4.28,8.320,0.30165,,
1,1,,6059.00,1.64,1.23,0.120,[Fe/H],0.605,4.10,3.980,0.22747,,-28.54
1,4,,5499.00,1.24,0.92,0.000,[Fe/H],-0.212,4.22,4.370,0.11974,,
1,4,,5499.00,1.24,0.92,0.000,[Fe/H],-0.212,4.22,4.370,0.54818,,
1,4,,5436.00,0.89,0.87,-0.020,[Fe/H],-0.212,4.49,0.600,1.58577,,
1,4,,5436.00,0.89,0.92,0.000,[Fe/H],-0.212,4.49,4.370,2.34641,,
1,1,,5932.00,1.09,1.06,0.030,[Fe/H],0.173,4.39,3.890,1.60453,,
1,1,,5455.00,0.85,0.89,-0.070,[Fe/H],-0.273,4.53,4.470,0.63776,,
1,1,,6100.00,1.16,1.19,0.220,[Fe/H],0.827,4.38,1.480,0.98558,,
1,1,,6350.00,1.55,1.30,0.070,[Fe/H],0.510,4.17,2.690,0.55852,,-17.81
1,1,,6179.00,1.27,1.17,0.040,[Fe/H],0.832,4.29,3.020,0.04677,,
1,1,,5835.00,1.03,1.03,0.060,[Fe/H],0.333,4.42,4.170,0.58262,,
1,1,,5535.00,0.93,0.96,0.120,[Fe/H],-0.022,4.49,4.270,1.79327,,
1,1,,5773.00,0.99,0.99,0.020,[Fe/H],-0.071,4.45,4.270,2.76360,,
1,1,,5653.00,0.91,0.96,-0.040,[Fe/H],-0.113,4.50,3.390,1.47064,,-24.76
1,1,,5020.00,0.77,0.81,-0.020,[Fe/H],-0.556,4.59,4.570,3.65406,,
1,1,,5836.00,1.06,1.04,0.090,[Fe/H],-0.157,4.40,4.270,2.67226,,
1,1,,5047.00,0.78,0.82,0.010,[Fe/H],-0.427,4.58,4.470,7.44905,,
1,1,,5333.00,0.84,0.88,0.040,[Fe/H],-0.103,4.54,4.790,1.23727,,
1,1,,5678.00,0.95,0.96,-0.030,[Fe/H],0.215,4.46,3.800,0.99953,,
1,1,,5754.00,1.00,1.00,0.040,[Fe/H],0.208,4.44,4.680,0.82595,,
1,1,,5570.00,0.92,0.93,-0.010,[Fe/H],-0.298,4.49,4.270,1.51938,,
1,1,,4751.00,0.71,0.75,-0.070,[Fe/H],-0.705,4.62,4.270,2.66491,,
1,1,,5541.00,0.91,0.92,-0.020,[Fe/H],0.117,4.49,5.890,0.95103,,
1,1,,5614.00,0.89,0.93,-0.080,[Fe/H],0.068,4.51,3.890,0.85472,,
1,1,,5664.00,0.95,0.97,0.020,[Fe/H],-0.110,4.47,4.790,0.08921,,
1,2,,5600.00,1.82,1.10,-0.170,[Fe/H],0.326,3.96,7.500,0.38451,4.3000,-9.35
1,2,,5600.00,1.82,1.10,-0.170,[Fe/H],0.326,3.96,7.500,0.05543,4.3000,-9.35
1,1,,5857.00,1.02,1.01,-0.010,[Fe/H],0.043,4.43,3.800,0.85776,,
1,1,,5993.00,1.14,1.11,0.090,[Fe/H],0.309,4.37,3.470,0.43784,,
1,1,,5902.00,1.08,1.05,0.040,[Fe/H],-0.146,4.40,4.170,1.78181,,
1,1,,6163.00,1.27,1.18,0.070,[Fe/H],0.134,4.29,2.950,0.31624,,
1,1,,6020.00,1.13,1.09,0.030,[Fe/H],0.138,4.37,3.310,1.80017,,
1,1,,5958.00,1.11,1.06,0.030,[Fe/H],0.135,4.38,3.390,0.91503,,
1,1,,5060.00,0.77,0.81,-0.030,[Fe/H],-0.338,4.58,5.250,2.22584,,
1,1,,5261.00,0.81,0.85,-0.060,[Fe/H],-0.343,4.56,4.570,1.19692,,
1,1,,5044.00,0.77,0.81,-0.030,[Fe/H],-0.174,4.58,4.570,3.45421,,
1,1,,5792.00,1.02,1.02,0.050,[Fe/H],0.033,4.42,4.270,1.37423,,
1,3,G6 V,5466.00,0.90,0.99,0.270,[Fe/H],-0.192,4.53,1.600,1.50172,1.8000,-20.45
1,1,,6761.00,1.74,1.46,0.030,[Fe/H],0.666,4.12,1.660,0.56468,,-29.44
1,1,,5961.00,1.09,1.06,0.000,[Fe/H],0.120,4.39,3.800,0.04553,,
1,1,,5476.00,0.87,0.90,-0.030,[Fe/H],-0.273,4.52,4.570,8.59056,,
1,1,,6116.00,1.09,1.06,-0.130,[Fe/H],0.296,4.40,3.020,0.74944,,
1,1,,5715.00,0.94,1.00,0.050,[Fe/H],-0.313,4.49,2.450,3.61996,,-33.13
1,1,,6187.00,1.35,1.21,0.110,[Fe/H],0.417,4.26,3.160,0.55283,,-25.05
1,1,,6098.00,1.16,1.10,-0.010,[Fe/H],0.042,4.35,3.390,1.83138,,
1,2,,6194.00,1.29,1.19,0.080,[Fe/H],0.446,4.29,3.090,0.73981,,-5.41
1,2,,6194.00,1.29,1.19,0.080,[Fe/H],0.446,4.29,3.090,0.99716,,-5.41
1,1,,5875.00,0.90,0.97,-0.210,[Fe/H],-0.043,4.52,1.480,1.80717,,
