sy_snum,sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_radv
1,8,6330.00,1.07,1.14,,,4.43,0.530,,
1,8,6080.00,1.20,1.20,-0.120,,4.40,,,
1,8,6238.00,1.05,0.97,-0.400,,4.38,,0.7265,
1,8,6238.00,1.05,0.97,-0.400,,4.38,,0.7265,
1,8,6031.13,1.25,1.12,0.083,0.269,4.30,,0.8129,
1,8,6015.00,1.21,,,,,,,
1,8,5970.00,1.20,1.09,0.100,,4.32,,1.1885,
1,1,5926.00,0.91,1.00,-0.120,,4.52,,5.1259,
1,1,5708.11,1.11,1.02,0.203,0.068,4.36,,1.0642,
1,1,5926.00,0.91,1.00,-0.120,,4.52,,5.1259,
1,1,5705.00,1.02,0.94,0.000,,4.40,,5.0782,
1,1,5926.00,0.91,1.00,-0.120,,4.52,,5.1259,
1,1,5830.00,0.96,1.01,0.160,,4.47,3.200,1.8800,-44.93
1,1,5708.11,1.11,1.02,0.203,0.068,4.36,,1.0642,
1,1,3396.00,0.28,0.28,-0.100,,4.99,,3.3378,
1,1,3396.00,0.28,0.28,-0.100,,4.99,,3.3378,
1,1,3396.00,0.28,0.28,-0.100,,4.99,,3.3378,
1,1,3515.00,0.40,0.41,0.100,,4.77,4.000,8.9000,28.11
1,1,3527.00,0.41,0.40,,-1.640,4.82,,8.4216,
1,2,27730.00,0.20,0.50,,1.360,5.52,,84.1000,
1,2,27730.00,0.20,0.50,,1.360,5.52,,84.1000,
1,1,5225.00,0.83,0.88,0.140,,4.55,,0.0077,
1,1,4823.55,1.00,0.78,0.058,-0.316,4.33,,1.1166,
1,1,4823.55,1.00,0.78,0.058,-0.316,4.33,,1.1166,
1,1,5241.00,0.87,0.88,,,4.50,0.036,1.8700,
2,1,4225.00,0.77,0.66,,-0.768,4.48,,2.0305,
2,1,4324.00,0.79,0.76,-0.060,,4.52,0.036,2.2000,-17.80
2,1,4450.00,0.71,0.70,0.140,,4.58,,0.8528,
2,4,6210.00,1.32,1.18,0.010,,4.26,3.310,,
2,4,6181.00,1.33,1.11,-0.020,,4.23,,0.6540,
2,4,6181.00,1.38,,,,,,,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6182.00,1.52,1.28,0.023,0.479,4.18,3.160,,
2,4,6184.00,1.52,1.28,,,4.18,3.130,,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.2884,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.2884,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.2884,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6181.00,1.33,1.11,-0.020,,4.23,,0.6659,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6182.00,1.52,1.28,0.023,0.479,4.18,3.160,,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6184.00,1.52,1.28,,,4.18,3.130,,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.6501,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.6501,
2,4,6181.00,1.38,,,,,,,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.6501,
2,4,6210.00,1.32,1.18,0.010,,4.26,3.310,,
2,4,,,1.10,,,,,,
2,4,6184.00,1.52,1.28,,,4.18,3.130,,
2,4,6184.00,1.43,,,,4.20,,,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.7707,
2,4,6210.00,1.32,1.18,0.010,,4.26,3.310,,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.7707,
2,4,,,1.10,,,,,,
2,4,6181.00,1.33,1.11,-0.020,,4.23,,0.7768,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6182.00,1.52,1.28,0.023,0.479,4.18,3.160,,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.7707,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6181.00,1.38,,,,,,,
2,4,6182.00,1.52,1.28,0.023,,4.18,,,
2,4,6210.00,1.32,1.18,0.010,,4.26,3.310,,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.8505,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
2,4,6181.00,1.38,,,,,,,
2,4,6182.00,1.52,1.28,0.023,0.479,4.18,3.160,,
2,4,6184.00,1.52,1.28,,,4.18,3.130,,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.8505,
2,4,6181.00,1.33,1.11,-0.020,,4.23,,0.5563,
2,4,6098.00,1.30,1.08,-0.020,,4.25,,0.8505,
2,4,6184.00,1.43,1.18,0.110,0.430,4.20,,0.5720,
1,2,5296.00,0.81,0.91,0.120,,4.58,,8.1647,
1,2,5284.68,,,0.285,,,,,
1,2,5295.00,0.82,0.93,0.120,,4.54,,2.3967,
1,2,5295.00,0.82,0.93,0.120,,4.54,,2.3967,
1,2,5505.00,0.87,0.99,0.210,,4.55,,11.6719,
1,2,5505.00,0.87,0.99,0.210,,4.55,,11.6719,
1,2,5515.00,0.92,1.01,,,4.51,1.300,,
1,2,5505.00,0.87,0.99,0.210,,4.55,,11.6719,
1,2,5284.68,,,0.285,,,,,
1,2,5295.00,0.82,0.93,0.120,,4.54,,2.3967,
1,2,5295.00,0.82,0.93,0.120,,4.54,,2.3967,
1,1,,,,,,,,,
1,1,5165.00,0.91,0.89,0.220,,4.47,,1.6800,
1,1,5165.00,0.91,0.89,0.220,,4.47,,1.6800,
1,1,5165.00,0.91,0.89,0.220,,4.47,,1.6800,
1,1,4974.00,0.90,,,,4.44,,,
1,1,3550.00,0.29,0.28,-0.890,,,,,
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5676.00,1.04,0.88,-0.120,,4.35,,1.3158,
1,2,5627.00,1.06,0.90,-0.150,,4.34,,1.2882,
1,2,5627.00,1.06,0.90,-0.150,0.002,4.34,11.900,,-98.93
1,2,5627.00,1.06,0.90,-0.150,,4.34,,1.2882,
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5708.00,1.06,0.91,-0.150,,4.34,10.600,1.0680,-98.74
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5708.00,1.06,0.91,-0.150,0.002,4.34,10.600,,
1,2,5627.00,1.06,0.91,-0.150,,4.35,,,
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5708.00,1.07,0.91,-0.150,,4.34,,1.0290,
1,2,5599.00,1.09,,,,,,,
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5627.00,1.06,0.90,-0.150,,4.34,,1.2882,
1,2,5705.00,1.06,0.92,-0.140,,4.35,9.120,,
1,2,5643.00,1.06,0.91,-0.150,,,10.410,1.0680,
1,2,5627.00,1.00,0.91,,,4.39,10.000,,
1,2,5627.00,1.06,0.90,-0.150,,4.34,,1.2483,
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5708.00,1.06,0.91,-0.150,0.002,4.34,10.600,,
1,2,5627.00,1.06,0.90,-0.150,,4.34,,1.2483,
1,2,5643.00,1.06,0.91,-0.150,,,10.410,1.0680,
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5705.00,1.06,0.92,-0.140,,4.35,9.120,,
1,2,5627.00,1.06,0.90,-0.150,,4.34,,1.2483,
1,2,5676.00,1.04,0.88,-0.120,,4.35,,1.2708,
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5627.00,1.06,0.90,-0.150,0.002,4.34,11.900,,
1,2,5599.00,1.09,,,,,,,
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5708.00,1.06,0.91,-0.150,,4.34,10.600,1.0680,-98.74
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5706.00,1.09,1.02,-0.120,0.055,4.37,,1.1079,
1,2,5627.00,1.00,0.91,,,4.39,10.000,,
1,3,5825.00,1.49,1.08,0.020,,4.12,,0.4401,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5788.00,1.47,1.05,0.100,,4.12,,0.2559,
1,3,5825.00,1.49,1.08,0.020,,4.12,,0.4401,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5909.00,1.23,1.11,,,4.30,4.600,,
1,3,5854.00,1.53,,,,,,,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5825.00,1.49,1.08,0.020,,4.12,,0.4401,
1,3,5884.00,1.50,1.10,0.070,,4.12,6.920,,
1,3,5825.00,1.49,1.08,0.020,,4.12,6.460,0.4400,
1,3,5825.00,1.49,1.08,0.020,,4.12,6.460,0.4400,
1,3,5788.00,1.47,1.05,0.100,,4.12,,0.2400,
1,3,5854.00,1.53,,,,,,,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5909.00,1.23,1.11,,,4.30,4.600,,
1,3,5825.00,1.49,1.08,0.020,,4.12,,0.2361,
1,3,5884.00,1.50,1.10,0.070,,4.12,6.920,,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5825.00,1.49,1.08,0.020,,4.12,,0.2361,
1,3,5825.00,1.49,1.08,0.020,,4.12,,0.2361,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5825.00,1.49,1.08,0.020,,4.12,6.460,0.4400,
1,3,5884.00,1.50,1.10,0.070,,4.12,6.920,,
1,3,5909.00,1.23,1.11,,,4.30,4.600,,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5825.00,1.49,1.08,0.020,,4.12,,0.7863,
1,3,5854.00,1.53,,,,,,,
1,3,5825.00,1.49,1.08,0.020,,4.12,,0.7863,
1,3,5788.00,1.47,1.05,0.100,,4.12,,0.6339,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5859.00,1.56,1.06,0.090,0.411,4.08,,0.3946,
1,3,5825.00,1.49,1.08,0.020,,4.12,,0.7863,
1,1,6749.00,1.48,1.34,-0.040,,4.22,,0.3117,
1,1,6469.13,1.81,1.32,0.010,0.715,4.04,,0.3125,
1,1,6469.00,1.47,1.41,0.440,,4.25,,0.3935,
1,1,6453.00,1.51,1.40,0.350,,4.23,1.260,,
1,1,6741.00,1.41,1.29,,,4.25,1.700,,
1,1,6749.00,1.48,1.34,-0.040,,4.22,,0.3117,
1,1,6469.13,1.81,1.32,0.010,0.715,4.04,,0.3125,
1,1,6749.00,1.48,1.34,-0.040,,4.22,,0.3117,
1,1,6469.13,1.81,1.32,0.010,0.715,4.04,,0.3125,
1,1,6421.00,1.83,,,,,,,
1,2,5735.00,0.85,0.93,-0.160,,4.55,,0.1919,
1,2,5735.00,0.85,0.93,-0.160,,4.55,,0.1919,
1,2,5734.00,0.85,0.96,,,4.56,0.600,,
1,2,5440.00,0.81,,,,,,,
1,2,5376.00,0.84,0.93,,-0.279,4.56,,2.2402,
1,2,5491.00,0.88,0.90,-0.030,,4.52,4.680,,
1,2,5735.00,0.85,0.93,-0.160,,4.55,,0.1919,
1,2,5741.00,0.85,0.94,-0.160,,4.55,,0.1287,
1,2,5376.00,0.84,0.93,,-0.279,4.56,,2.2402,
1,2,5376.00,0.84,0.93,,-0.279,4.56,,2.2402,
1,2,5741.00,0.85,0.94,-0.160,,4.55,,0.0338,
1,2,5735.00,0.85,0.93,-0.160,,4.55,,1.6706,
1,2,5735.00,0.85,0.93,-0.160,,4.55,,1.6706,
1,2,5376.00,0.84,0.93,,-0.279,4.56,,2.2402,
1,2,5735.00,0.85,0.93,-0.160,,4.55,,1.6706,
1,2,5734.00,0.85,0.96,,,4.56,0.600,,
1,2,5376.00,0.84,0.93,,-0.279,4.56,,2.2402,
1,1,5907.13,,,0.043,,,,,
1,1,5907.13,,,0.043,,,,,
1,1,6045.00,1.32,1.16,,,4.26,3.900,,
1,1,6180.00,1.60,1.27,0.120,,4.13,,0.2500,
1,1,6144.00,1.57,1.22,0.040,,4.13,4.070,,
1,1,6099.00,1.56,1.21,0.040,,4.13,,0.5337,
1,1,6099.00,1.56,1.21,0.040,,4.13,,0.5337,
1,1,5907.13,,,0.043,,,,,
1,1,6099.00,1.56,1.21,0.040,,4.13,,0.5337,
1,1,6010.00,1.28,1.11,,0.282,4.27,,0.7543,
1,1,6068.00,0.83,0.93,-0.500,,4.57,,2.8634,
1,1,6010.00,1.28,1.11,,0.282,4.27,,0.7543,
1,1,6114.00,0.98,1.07,,,4.49,0.300,,
1,1,6010.00,1.28,1.11,,0.282,4.27,,0.7543,
1,1,6068.00,0.83,0.93,-0.500,,4.57,,3.3685,
1,1,6068.00,0.83,0.93,-0.500,,4.57,,3.3685,
1,1,6068.00,0.83,0.93,-0.500,,4.57,,3.3685,
1,1,6109.00,1.17,1.11,0.010,,4.35,3.160,,
1,1,5672.00,1.31,,,,,,,
1,1,4994.00,3.82,1.44,0.080,,3.43,,0.0545,
1,1,4998.00,9.00,2.21,,,2.87,0.840,,
1,1,4917.72,3.55,,0.104,,,,,
1,1,4917.72,3.55,,0.104,,,,,
1,1,5008.00,3.58,,,,,,,
1,1,4992.00,3.79,1.41,0.040,,3.43,,0.0555,
1,1,4992.00,3.79,1.41,0.040,,3.43,,0.0555,
1,1,4992.00,3.79,1.41,0.040,,3.43,,0.0555,
1,1,4917.72,3.55,,0.104,,,,,
1,1,4972.00,3.39,1.11,-0.040,,3.43,7.760,,
1,1,5728.00,1.18,,,,,,,
1,1,5782.00,1.06,1.00,0.020,,4.38,6.170,,
1,1,5718.00,1.10,0.92,-0.060,,4.32,,4.3836,
1,1,5733.54,1.18,1.02,-0.035,0.136,4.30,,0.8649,
1,1,5733.54,1.18,1.02,-0.035,0.136,4.30,,0.8649,
1,1,5733.54,1.18,1.02,-0.035,0.136,4.30,,0.8649,
1,1,6057.00,1.04,1.03,,,4.41,3.500,,
1,1,5718.00,1.10,0.92,-0.060,,4.32,,4.3836,
1,1,5718.00,1.10,0.92,-0.060,,4.32,,4.3836,
1,1,5727.00,1.10,0.95,0.000,,4.33,,0.3054,
1,1,6321.00,1.21,1.14,,,4.33,2.700,,
1,1,5328.00,0.74,0.78,-0.400,,4.59,4.270,,
1,1,6327.00,1.18,1.06,-0.140,,4.33,,0.2326,
1,1,6332.00,1.51,,,,,,,
1,1,,,,,,,,,
1,1,,,,,,,,,
1,1,,,,,,,,,
1,1,6327.00,1.18,1.06,-0.140,,4.33,,1.8432,
1,1,6327.00,1.18,1.06,-0.140,,4.33,,1.8432,
1,1,6327.00,1.18,1.06,-0.140,,4.33,,1.8432,
1,1,4549.53,,,0.228,,,,,
1,1,4549.53,,,0.228,,,,,
1,1,4549.53,,,0.228,,,,,
1,1,4325.00,0.56,0.55,-0.640,,4.68,,4.4564,
1,1,4325.00,0.56,0.55,-0.640,,4.68,,4.7243,
1,1,4450.00,0.59,0.62,,,4.69,13.900,,
1,1,4325.00,0.56,0.55,-0.640,,4.68,,4.4564,
1,1,4587.00,0.70,0.73,0.030,,4.62,4.170,,
1,1,4325.00,0.56,0.55,-0.640,,4.68,,4.4564,
2,1,5066.94,0.72,0.85,0.045,-0.507,4.65,,3.1562,
2,1,5108.00,1.73,0.91,-0.020,,3.92,,3.5410,
2,1,5066.00,0.78,0.81,-0.010,,4.56,6.760,,
2,1,5066.94,0.72,0.85,0.045,-0.507,4.65,,3.1562,
2,1,5108.00,1.73,0.91,-0.020,,3.92,,3.5410,
2,1,5108.00,1.73,0.91,-0.020,,3.92,,3.5410,
2,1,4987.00,0.77,0.74,-0.080,,4.53,,1.4939,
2,1,5054.00,1.89,0.92,,,3.85,13.800,,
2,1,5045.00,0.74,,,,,,,
2,1,5066.94,0.72,0.85,0.045,-0.507,4.65,,3.1562,
1,1,4086.00,0.53,0.55,,,4.74,13.700,,
1,1,3940.00,0.69,0.66,,-0.987,4.58,,2.8295,
1,1,3901.00,0.54,0.55,-0.100,,4.71,,3.2507,
1,1,3940.00,0.69,0.66,,-0.987,4.58,,2.8295,
1,1,3901.00,0.54,0.55,-0.100,,4.71,,3.2507,
1,1,3597.00,0.51,0.52,0.400,,4.73,,8.8532,
1,1,3594.00,0.70,,,,,,,
1,1,3940.00,0.69,0.66,,-0.987,4.58,,2.8295,
1,1,3901.00,0.54,0.55,-0.100,,4.71,,3.2507,
1,1,4027.00,0.57,0.59,-0.120,,4.70,3.160,,
1,2,5580.04,1.74,0.99,0.358,0.420,3.95,,0.2668,
1,2,5761.00,1.21,1.12,0.480,,4.33,,0.5765,
1,2,5570.00,1.67,,,,4.07,,,
1,2,5450.00,1.23,0.98,0.300,,4.24,10.960,,
1,2,5764.00,1.10,1.13,,,4.40,2.300,,
1,2,5761.00,1.21,1.12,0.480,,4.33,,0.5765,
1,2,5667.00,1.56,1.17,0.330,,4.12,5.900,0.4370,-77.71
1,2,5661.00,1.69,,,,,,,
1,2,5576.00,1.59,1.07,0.300,,4.07,,0.5786,
1,2,5580.04,1.74,0.99,0.358,0.420,3.95,,0.2668,
1,2,5761.00,1.21,1.12,0.480,,4.33,,0.5765,
1,2,5667.00,1.56,1.17,0.330,,4.12,5.900,0.4370,-77.71
1,2,5661.00,1.69,,,,,,,
1,2,5761.00,1.21,1.12,0.480,,4.33,,0.6614,
1,2,5761.00,1.21,1.12,0.480,,4.33,,0.6614,
1,2,5764.00,1.10,1.13,,,4.40,2.300,,
1,2,5761.00,1.21,1.12,0.480,,4.33,,0.6614,
1,2,5570.00,1.67,,,,4.07,,,
1,2,5576.00,1.59,1.07,0.300,,4.07,,0.6678,
1,2,5580.04,1.74,0.99,0.358,0.420,3.95,,0.2668,
1,2,5450.00,1.23,0.98,0.300,,4.24,10.960,,
1,1,5325.00,0.87,0.81,-0.080,,4.47,,1.3894,
1,1,5325.00,0.87,0.81,-0.080,,4.47,,1.3894,
1,1,5123.00,0.79,0.86,,-0.412,4.58,,2.4565,
1,1,5075.00,0.80,,,,,,,
1,1,5299.00,0.84,0.79,,,4.49,13.200,,
1,1,5253.00,0.82,0.86,-0.010,,4.55,4.790,,
1,1,5325.00,0.87,0.81,-0.080,,4.47,,1.3894,
1,1,5123.00,0.79,0.86,,-0.412,4.58,,2.4565,
1,1,5123.00,0.79,0.86,,-0.412,4.58,,2.4565,
1,1,5083.00,0.87,0.81,0.180,,4.47,,1.1774,
1,1,5146.00,0.82,0.87,,-0.376,4.55,,2.2568,
1,1,5445.00,0.93,1.02,0.480,,4.51,,2.1712,
1,1,5445.00,0.93,1.02,0.480,,4.51,,2.1712,
1,1,5284.00,0.79,0.81,,,4.55,8.600,,
1,1,5456.00,0.74,,,,,,,
1,1,5146.00,0.82,0.87,,-0.376,4.55,,2.2568,
1,1,5445.00,0.93,1.02,0.480,,4.51,,0.8434,
1,1,5445.00,0.93,1.02,0.480,,4.51,,2.1712,
1,1,5146.00,0.82,0.87,,-0.376,4.55,,2.2568,
1,1,5416.00,0.88,0.91,0.080,,4.52,4.470,,
1,1,5451.00,0.90,0.94,0.160,,4.50,,1.8045,
1,1,5500.00,0.89,,,,,,,
1,1,5471.21,0.89,0.96,0.264,-0.194,4.52,,1.9185,
1,1,5451.00,0.90,0.94,0.160,,4.50,,1.8045,
1,1,5471.21,0.89,0.96,0.264,-0.194,4.52,,1.9185,
1,1,5448.00,0.88,0.88,0.000,,4.49,,0.2139,
1,1,5451.00,0.90,0.94,0.160,,4.50,,1.8045,
1,1,5517.00,0.95,0.84,,,4.41,12.700,,
1,1,5556.00,0.91,0.95,0.050,,4.50,3.720,,
1,1,5471.21,0.89,0.96,0.264,-0.194,4.52,,1.9185,
1,1,5015.00,1.64,0.95,0.360,,3.99,,1.7946,
1,1,5015.00,1.64,0.95,0.360,,3.99,,2.4898,
1,1,5015.00,1.64,0.95,0.360,,3.99,,1.7946,
1,1,4775.00,0.79,0.77,,-0.531,4.53,,2.1764,
1,1,4775.00,0.79,0.77,,-0.531,4.53,,2.1764,
1,1,5016.00,0.73,,,,,,,
1,1,4889.00,2.14,0.92,,,3.74,14.000,,
1,1,5015.00,1.64,0.95,0.360,,3.99,,1.7946,
1,1,4775.00,0.79,0.77,,-0.531,4.53,,2.1764,
1,1,4954.00,0.76,0.81,0.040,,4.59,4.270,,
1,1,5488.00,0.79,0.90,,,4.59,0.500,,
1,1,5484.00,0.79,0.85,-0.220,,4.57,,1.8845,
1,1,5388.00,0.84,0.88,-0.060,,4.54,4.790,,
1,1,5484.00,0.79,0.85,-0.220,,4.57,,1.8845,
1,1,5285.00,0.81,0.91,,-0.337,4.58,,2.4170,
1,1,5285.00,0.81,0.91,,-0.337,4.58,,2.4170,
1,1,5484.00,0.79,0.85,-0.220,,4.57,,1.8845,
1,1,5285.00,0.81,0.91,,-0.337,4.58,,2.4170,
1,1,5485.00,0.78,,,,,,,
1,1,5483.00,0.78,0.86,-0.220,,4.59,,3.6704,
1,1,6711.00,1.34,1.25,-0.180,,4.28,,0.5271,
1,1,6711.00,1.34,1.25,-0.180,,4.28,,0.5271,
1,1,6443.00,1.47,,,,,,,
1,1,6384.00,1.90,1.41,0.120,,4.03,,0.5178,
1,1,6711.00,1.34,1.25,-0.180,,4.28,,0.5271,
1,1,6390.10,1.55,1.28,-0.073,0.559,4.16,,0.4821,
1,1,6769.00,1.81,1.49,0.060,,4.09,1.580,,
1,1,6716.00,1.34,1.28,,,4.29,1.360,,
1,1,6390.10,1.55,1.28,-0.073,0.559,4.16,,0.4821,
1,1,6390.10,1.55,1.28,-0.073,0.559,4.16,,0.4821,
1,2,6060.00,0.95,1.04,-0.140,,4.50,,0.6581,
1,2,5643.68,1.21,1.00,0.015,0.124,4.28,,0.8038,
1,2,5821.00,1.00,0.99,-0.030,,4.44,3.890,,
1,2,6050.00,0.95,1.06,,,4.50,0.300,,
1,2,5741.00,1.14,1.01,0.160,,4.33,,0.8297,
1,2,6060.00,0.95,1.04,-0.140,,4.50,,0.6581,
1,2,5780.00,1.17,,,,,,,
1,2,5643.68,1.21,1.00,0.015,0.124,4.28,,0.8038,
1,2,6060.00,0.95,1.04,-0.140,,4.50,,0.6581,
1,2,5643.68,1.21,1.00,0.015,0.124,4.28,,0.8038,
1,2,5643.68,1.21,1.00,0.015,0.124,4.28,,0.8038,
1,2,6060.00,0.95,1.04,-0.140,,4.50,,1.2360,
1,2,5643.68,1.21,1.00,0.015,0.124,4.28,,0.8038,
1,2,5780.00,1.17,,,,,,,
1,2,5741.00,1.14,1.01,0.160,,4.33,,0.9679,
1,2,6060.00,0.95,1.04,-0.140,,4.50,,1.2360,
1,2,6060.00,0.95,1.04,-0.140,,4.50,,1.2360,
1,2,5821.00,1.00,0.99,-0.030,,4.44,3.890,,
1,1,5599.00,0.88,0.99,,-0.161,4.54,,2.0303,
1,1,5579.00,1.33,1.01,0.280,,4.19,,3.1322,
1,1,5400.00,0.88,,,,,,,
1,1,5437.00,1.51,0.91,,,4.04,13.900,,
1,1,5579.00,1.33,1.01,0.280,,4.19,,3.1322,
1,1,5599.00,0.88,0.99,,-0.161,4.54,,2.0303,
1,1,5473.00,0.87,0.93,0.040,,4.53,2.950,,
1,1,5599.00,0.88,0.99,,-0.161,4.54,,2.0303,
1,1,5411.00,0.85,0.88,0.000,,4.52,,6.3602,
1,1,5579.00,1.33,1.01,0.280,,4.19,,3.1322,
1,1,5488.00,1.01,0.96,,-0.082,4.41,,1.3282,
1,1,5807.00,0.92,1.04,0.070,,4.52,,1.3905,
1,1,5736.00,0.85,0.96,,,4.56,0.400,,
1,1,5393.00,1.11,0.90,0.200,,4.30,,1.1295,
1,1,5488.00,1.01,0.96,,-0.082,4.41,,1.3282,
1,1,5374.00,1.02,,,,,,,
1,1,5518.00,0.88,0.91,-0.050,,4.52,4.470,,
1,1,5807.00,0.92,1.04,0.070,,4.52,,1.3905,
1,1,5807.00,0.92,1.04,0.070,,4.52,,1.3905,
1,1,5488.00,1.01,0.96,,-0.082,4.41,,1.3282,
1,1,4205.32,0.74,0.66,-0.159,-0.806,4.51,,2.2479,
1,1,4562.00,0.64,,,,,,,
1,1,4350.00,0.62,0.61,-0.260,,4.63,,1.5359,
1,1,4433.00,0.67,0.70,0.010,,4.64,3.550,,
1,1,4350.00,0.62,0.61,-0.260,,4.63,,1.5359,
1,1,4350.00,0.62,0.61,-0.260,,4.63,,1.5359,
1,1,4368.00,0.57,0.60,,,4.70,13.600,,
1,1,4575.00,0.74,0.73,0.180,,4.56,,0.7825,
1,1,4205.32,0.74,0.66,-0.159,-0.806,4.51,,2.2479,
1,1,4205.32,0.74,0.66,-0.159,-0.806,4.51,,2.2479,
1,5,4812.00,0.76,0.73,0.020,,4.55,,2.0064,
1,5,4816.00,0.73,0.78,0.060,-0.584,4.60,,2.7923,
1,5,4812.00,0.76,0.73,0.020,,4.55,,2.0064,
1,5,4903.00,0.74,0.80,0.080,,4.61,1.410,2.7600,
1,5,4812.00,0.76,0.73,0.020,,4.55,,2.0064,
1,5,4884.00,0.74,0.80,0.030,,4.60,4.070,,
1,5,4909.00,0.73,,,,,,,
1,5,4900.00,0.74,0.81,0.080,,4.60,,0.9700,
1,5,4908.00,0.74,0.80,,,4.61,5.100,,
1,5,4816.00,0.73,0.78,0.060,-0.584,4.60,,2.7923,
1,5,4816.00,0.73,0.78,0.060,-0.584,4.60,,2.7923,
1,5,4908.00,0.74,0.80,,,4.61,5.100,,
1,5,4909.00,0.73,,,,,,,
1,5,,0.76,0.73,,,,,,
1,5,4816.00,0.73,0.78,0.060,-0.584,4.60,,2.7923,
1,5,4812.00,0.76,0.73,0.020,,4.55,,2.9001,
1,5,4812.00,0.76,0.73,0.020,,4.55,,2.9001,
1,5,4900.00,0.74,0.81,0.080,,4.60,,1.2732,
1,5,4903.00,0.74,0.80,0.080,,4.61,1.410,2.7600,
1,5,4816.00,0.73,0.78,0.060,-0.584,4.60,,2.7923,
1,5,4812.00,0.76,0.73,0.020,,4.55,,2.9001,
1,5,4884.00,0.74,0.80,0.030,,4.60,4.070,,
1,5,4812.00,0.76,0.73,0.020,,4.55,,0.7888,
1,5,4900.00,0.74,0.81,0.080,,4.60,,0.8903,
1,5,,0.76,0.73,,,,,,
1,5,4812.00,0.76,0.73,0.020,,4.55,,0.7888,
1,5,4812.00,0.76,0.73,0.020,,4.55,,0.7888,
1,5,4816.00,0.73,0.78,0.060,-0.584,4.60,,2.7923,
1,5,4816.00,0.73,0.78,0.060,-0.584,4.60,,2.7923,
1,5,4816.00,0.73,0.78,0.060,-0.584,4.60,,2.7923,
1,5,4909.00,0.73,,,,,,,
1,5,4884.00,0.74,0.80,0.030,,4.60,4.070,,
1,5,4908.00,0.74,0.80,,,4.61,5.100,,
1,5,4903.00,0.74,0.80,0.080,,4.61,1.410,2.7600,
