sy_snum,sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_radv
1,5,5900.00,1.69,1.10,0.000,,4.02,,0.3938,
1,5,5904.00,1.71,1.07,0.150,0.507,4.00,,0.2995,
1,5,5900.00,1.69,1.10,0.000,,4.02,,0.4139,
1,5,6018.00,1.52,1.18,0.090,,4.14,4.370,,
1,5,5947.00,1.66,,,,,,,
1,5,5904.00,1.82,1.29,,,4.03,4.240,,
1,5,5904.00,1.82,1.29,0.025,0.556,4.03,4.270,0.3000,14.09
1,5,5900.00,1.69,1.10,0.000,,4.02,,0.4155,
1,5,5900.00,1.69,1.10,0.000,,4.02,,0.4139,
1,5,5900.00,1.69,1.10,0.000,,4.02,,0.4139,
1,5,,,1.10,,,,,,
1,5,,1.69,1.10,,,,,,
1,5,,1.69,1.10,,,,,,
1,5,5904.00,1.71,1.07,0.150,0.507,4.00,,0.2995,
1,5,5900.00,1.69,1.10,0.000,,4.02,,0.3626,
1,5,,,1.10,,,,,,
1,5,5900.00,1.69,1.10,0.000,,4.02,,0.3910,
1,5,,1.69,1.10,,,,,,
1,5,,1.69,1.10,,,,,,
1,5,5904.00,1.82,1.29,0.025,0.556,4.03,4.270,0.3000,14.09
1,5,5900.00,1.69,1.10,0.000,,4.02,,0.3626,
1,5,5904.00,1.82,1.29,,,4.03,4.240,,
1,5,5904.00,1.71,1.07,0.150,0.507,4.00,,0.2995,
1,5,6018.00,1.52,1.18,0.090,,4.14,4.370,,
1,5,5904.00,1.71,1.07,0.150,0.507,4.00,,0.2995,
1,5,5947.00,1.66,,,,,,,
1,5,5900.00,1.69,1.10,0.000,,4.02,,0.3626,
1,2,4967.00,0.81,0.82,,-0.442,4.53,,2.1600,
1,2,4967.00,0.81,0.82,,-0.442,4.53,,2.1600,
1,2,5033.00,0.76,0.79,-0.100,,4.59,5.130,,
1,2,5093.00,0.69,0.79,,,4.65,0.700,,
1,2,4891.00,0.81,0.78,0.160,,4.52,,2.7978,
1,2,5108.00,0.74,0.82,-0.100,,4.61,,2.7512,
1,2,5028.00,0.79,,,,,,,
1,2,5108.00,0.74,0.82,-0.100,,4.61,,2.7512,
1,2,5108.00,0.74,0.82,-0.100,,4.61,,2.7512,
1,2,5117.00,0.72,,,,4.64,,,
1,2,4891.00,0.81,0.78,0.160,,4.52,,1.9749,
1,2,5117.00,0.72,,,,4.64,,,
1,2,5033.00,0.76,0.79,-0.100,,4.59,5.130,,
1,2,5108.00,0.74,0.82,-0.100,,4.61,,1.4156,
1,2,4967.00,0.81,0.82,,-0.442,4.53,,2.1600,
1,2,4967.00,0.81,0.82,,-0.442,4.53,,2.1600,
1,2,5093.00,0.69,0.79,,,4.65,0.700,,
1,2,5108.00,0.74,0.82,-0.100,,4.61,,1.4156,
1,2,5028.00,0.79,,,,,,,
1,2,5108.00,0.74,0.82,-0.100,,4.61,,1.4156,
1,2,4967.00,0.81,0.82,,-0.442,4.53,,2.1600,
1,3,4345.00,0.52,0.54,-0.860,,4.73,,6.7235,
1,3,4347.00,0.70,,,,,,,
1,3,4604.90,0.64,0.73,0.118,-0.784,4.69,,3.9740,
1,3,4496.00,0.58,0.65,,,4.73,1.200,,
1,3,4604.90,0.64,0.73,0.118,-0.784,4.69,,3.9740,
1,3,4345.00,0.52,0.54,-0.860,,4.73,,6.7235,
1,3,4631.00,0.70,0.74,0.030,,4.62,3.240,,
1,3,4347.00,0.49,,,,4.77,,,
1,3,4604.90,0.64,0.73,0.118,-0.784,4.69,,3.9740,
1,3,4345.00,0.52,0.54,-0.860,,4.73,,6.7235,
1,3,4347.00,0.52,0.54,-0.840,,4.73,,6.1429,
1,3,4347.00,0.52,0.54,-0.840,,4.73,,6.7301,
1,3,4496.00,0.58,0.65,,,4.73,1.200,,
1,3,4347.00,0.70,,,,,,,
1,3,4345.00,0.52,0.54,-0.860,,4.73,,7.2823,
1,3,4631.00,0.70,0.74,0.030,,4.62,3.240,,
1,3,4345.00,0.52,0.54,-0.860,,4.73,,7.2823,
1,3,4347.00,0.49,,,,4.77,,,
1,3,4604.90,0.64,0.73,0.118,-0.784,4.69,,3.9740,
1,3,4604.90,0.64,0.73,0.118,-0.784,4.69,,3.9740,
1,3,4604.90,0.64,0.73,0.118,-0.784,4.69,,3.9740,
1,3,4345.00,0.52,0.54,-0.860,,4.73,,7.2823,
1,3,4496.00,0.58,0.65,,,4.73,1.200,,
1,3,4345.00,0.52,0.54,-0.860,,4.73,,10.1234,
1,3,4604.90,0.64,0.73,0.118,-0.784,4.69,,3.9740,
1,3,4604.90,0.64,0.73,0.118,-0.784,4.69,,3.9740,
1,3,4345.00,0.52,0.54,-0.860,,4.73,,10.1234,
1,3,4345.00,0.52,0.54,-0.860,,4.73,,10.1234,
1,3,4347.00,0.52,0.54,-0.840,,4.73,,13.8994,
1,3,4347.00,0.49,,,,4.77,,,
1,3,4604.90,0.64,0.73,0.118,-0.784,4.69,,3.9740,
1,3,4631.00,0.70,0.74,0.030,,4.62,3.240,,
1,3,4347.00,0.70,,,,,,,
1,3,5141.00,0.86,0.80,0.070,,4.47,,4.7636,
1,3,4925.00,0.70,0.81,,-0.584,4.65,,3.3007,
1,3,4925.00,0.70,0.81,,-0.584,4.65,,3.3007,
1,3,4955.00,0.72,,,,4.61,,,
1,3,5070.00,0.75,0.75,,,4.56,13.600,,
1,3,4925.00,0.70,0.81,,-0.584,4.65,,3.3007,
1,3,5008.00,0.74,0.80,-0.100,,4.60,2.820,,
1,3,4955.00,0.72,0.77,-0.100,,4.61,,4.3918,
1,3,5141.00,0.86,0.80,0.070,,4.47,,4.7636,
1,3,5141.00,0.86,0.80,0.070,,4.47,,4.7636,
1,3,4955.00,0.69,,,,,,,
1,3,4925.00,0.70,0.81,,-0.584,4.65,,3.3007,
1,3,5008.00,0.74,0.80,-0.100,,4.60,2.820,,
1,3,5141.00,0.86,0.80,0.070,,4.47,,3.1156,
1,3,4925.00,0.70,0.81,,-0.584,4.65,,3.3007,
1,3,4955.00,0.72,0.77,-0.100,,4.61,,3.3183,
1,3,4955.00,0.72,,,,4.61,,,
1,3,4925.00,0.70,0.81,,-0.584,4.65,,3.3007,
1,3,5141.00,0.86,0.80,0.070,,4.47,,3.1156,
1,3,5141.00,0.86,0.80,0.070,,4.47,,3.1156,
1,3,4955.00,0.69,,,,,,,
1,3,5141.00,0.86,0.80,0.070,,4.47,,1.5755,
1,3,5141.00,0.86,0.80,0.070,,4.47,,1.5755,
1,3,4925.00,0.70,0.81,,-0.584,4.65,,3.3007,
1,3,4925.00,0.70,0.81,,-0.584,4.65,,3.3007,
1,3,4955.00,0.72,,,,4.61,,,
1,3,5141.00,0.86,0.80,0.070,,4.47,,1.5755,
1,3,4925.00,0.70,0.81,,-0.584,4.65,,3.3007,
1,3,4955.00,0.69,,,,,,,
1,3,5008.00,0.74,0.80,-0.100,,4.60,2.820,,
1,3,4955.00,0.72,0.77,-0.100,,4.61,,2.4857,
2,2,4259.00,0.53,,,,4.73,,,
2,2,4347.00,0.57,0.60,,,4.70,14.000,,
2,2,4211.00,0.69,,,,,,,
2,2,4470.56,0.62,0.70,0.046,-0.857,4.70,,4.1121,
2,2,4159.00,0.58,0.59,-0.240,,4.68,,1.3641,
2,2,4347.00,0.63,0.66,-0.140,,4.66,3.240,,
2,2,4213.00,0.60,0.61,-0.200,,4.67,,2.3474,
2,2,4159.00,0.58,0.59,-0.240,,4.68,,1.3641,
2,2,,0.64,0.67,,,,,,
2,2,4159.00,0.58,0.59,-0.240,,4.68,,1.3641,
2,2,4470.56,0.62,0.70,0.046,-0.857,4.70,,4.1121,
2,2,4470.56,0.62,0.70,0.046,-0.857,4.70,,4.1121,
2,2,4211.00,0.64,0.67,,-0.928,,,,
2,2,4159.00,0.58,0.59,-0.240,,4.68,,1.7942,
2,2,4211.00,0.64,0.67,,-0.928,,,,
2,2,4347.00,0.63,0.66,-0.140,,4.66,3.240,,
2,2,,0.64,0.67,,,,,,
2,2,4159.00,0.58,0.59,-0.240,,4.68,,1.7942,
2,2,4470.56,0.62,0.70,0.046,-0.857,4.70,,4.1121,
2,2,4259.00,0.53,,,,4.73,,,
2,2,4470.56,0.62,0.70,0.046,-0.857,4.70,,4.1121,
2,2,4470.56,0.62,0.70,0.046,-0.857,4.70,,4.1121,
2,2,4347.00,0.57,0.60,,,4.70,14.000,,
2,2,4211.00,0.69,,,,,,,
2,2,4213.00,0.60,0.61,-0.200,,4.67,,2.7834,
2,2,4159.00,0.58,0.59,-0.240,,4.68,,1.7942,
1,3,6095.00,1.00,1.06,,,4.46,1.600,,
1,3,5782.00,1.09,0.96,-0.020,,4.34,,1.5196,
1,3,5827.00,1.00,0.96,-0.080,,4.42,,1.6000,
1,3,5828.00,1.07,,,,4.38,,,
1,3,5907.82,1.02,1.07,-0.012,0.056,4.45,,1.4316,
1,3,5827.00,1.00,0.96,-0.080,,4.42,,1.6000,
1,3,5907.82,1.02,1.07,-0.012,0.056,4.45,,1.4316,
1,3,5958.00,1.11,1.07,0.030,,4.38,4.070,,
1,3,5907.82,1.02,1.07,-0.012,0.056,4.45,,1.4316,
1,3,5827.00,1.00,0.96,-0.080,,4.42,,1.6000,
1,3,5866.00,1.01,,,,,,,
1,3,5907.82,1.02,1.07,-0.012,0.056,4.45,,1.4316,
1,3,5782.00,1.09,0.96,-0.020,,4.34,,1.5271,
1,3,5827.00,1.00,0.96,-0.080,,4.42,,1.5463,
1,3,5827.00,1.00,0.96,-0.080,,4.42,,1.5463,
1,3,5958.00,1.11,1.07,0.030,,4.38,4.070,,
1,3,6095.00,1.00,1.06,,,4.46,1.600,,
1,3,5828.00,1.07,,,,4.38,,,
1,3,5827.00,1.00,0.96,-0.080,,4.42,,1.5463,
1,3,5907.82,1.02,1.07,-0.012,0.056,4.45,,1.4316,
1,3,5866.00,1.01,,,,,,,
1,3,5907.82,1.02,1.07,-0.012,0.056,4.45,,1.4316,
1,3,5866.00,1.01,,,,,,,
1,3,5827.00,1.00,0.96,-0.080,,4.42,,10.1483,
1,3,6095.00,1.00,1.06,,,4.46,1.600,,
1,3,5782.00,1.09,0.96,-0.020,,4.34,,2.1809,
1,3,5907.82,1.02,1.07,-0.012,0.056,4.45,,1.4316,
1,3,5827.00,1.00,0.96,-0.080,,4.42,,10.1483,
1,3,5958.00,1.11,1.07,0.030,,4.38,4.070,,
1,3,5827.00,1.00,0.96,-0.080,,4.42,,10.1483,
1,3,5907.82,1.02,1.07,-0.012,0.056,4.45,,1.4316,
1,3,5907.82,1.02,1.07,-0.012,0.056,4.45,,1.4316,
1,3,5828.00,1.07,,,,4.38,,,
1,2,6003.00,0.93,1.02,-0.140,,4.51,,0.2390,
1,2,5928.73,1.84,1.08,0.278,0.578,3.94,,0.2432,
1,2,6000.00,1.82,,,,,,,
1,2,5990.00,0.93,1.03,,,4.51,0.300,,
1,2,5928.73,1.84,1.08,0.278,0.578,3.94,,0.2432,
1,2,6003.00,0.93,1.02,-0.140,,4.51,,0.2390,
1,2,5932.00,1.68,1.23,0.180,,4.08,4.370,,
1,2,5928.73,1.84,1.08,0.278,0.578,3.94,,0.2432,
1,2,6003.00,0.93,1.02,-0.140,,4.51,,0.2390,
1,2,5877.00,1.85,,,,4.02,,,
1,2,5878.00,1.81,1.21,0.240,,4.00,,0.4200,
1,2,6003.00,0.93,1.02,-0.140,,4.51,,0.2741,
1,2,5932.00,1.68,1.23,0.180,,4.08,4.370,,
1,2,6003.00,0.93,1.02,-0.140,,4.51,,0.2741,
1,2,5928.73,1.84,1.08,0.278,0.578,3.94,,0.2432,
1,2,5877.00,1.85,,,,4.02,,,
1,2,5878.00,1.81,1.21,0.240,,4.00,,0.2963,
1,2,5928.73,1.84,1.08,0.278,0.578,3.94,,0.2432,
1,2,6003.00,0.93,1.02,-0.140,,4.51,,0.2741,
1,2,6000.00,1.82,,,,,,,
1,3,6064.00,0.96,1.06,,,4.50,0.300,,
1,3,6029.00,0.86,0.94,-0.400,,4.54,,0.6760,
1,3,5956.94,,,0.337,,,,,
1,3,5867.00,1.30,,,,4.26,,,
1,3,6029.00,0.86,0.94,-0.400,,4.54,,0.6760,
1,3,5911.00,1.21,1.09,0.120,,4.30,4.900,,
1,3,5956.94,,,0.337,,,,,
1,3,5865.00,1.27,1.09,0.160,,4.27,,0.9740,
1,3,6029.00,0.86,0.94,-0.400,,4.54,,0.6760,
1,3,6029.00,0.86,0.94,-0.400,,4.54,,0.8478,
1,3,6029.00,0.86,0.94,-0.400,,4.54,,0.8478,
1,3,6064.00,0.96,1.06,,,4.50,0.300,,
1,3,5911.00,1.21,1.09,0.120,,4.30,4.900,,
1,3,5865.00,1.27,1.09,0.160,,4.27,,1.0453,
1,3,5867.00,1.30,,,,4.26,,,
1,3,5956.94,,,0.337,,,,,
1,3,5956.94,,,0.337,,,,,
1,3,5956.94,,,0.337,,,,,
1,3,6029.00,0.86,0.94,-0.400,,4.54,,0.8478,
1,3,6029.00,0.86,0.94,-0.400,,4.54,,0.9679,
1,3,5867.00,1.30,,,,4.26,,,
1,3,5865.00,1.27,1.09,0.160,,4.27,,0.7980,
1,3,6029.00,0.86,0.94,-0.400,,4.54,,0.9679,
1,3,5956.94,,,0.337,,,,,
1,3,6029.00,0.86,0.94,-0.400,,4.54,,0.9679,
1,3,6064.00,0.96,1.06,,,4.50,0.300,,
1,3,5956.94,,,0.337,,,,,
1,3,5956.94,,,0.337,,,,,
1,3,5911.00,1.21,1.09,0.120,,4.30,4.900,,
1,2,5634.00,1.82,,,,,,,
1,2,5684.00,1.76,,,,4.00,,,
1,2,5684.00,1.42,0.97,0.020,,4.12,,0.2349,
1,2,5694.42,1.79,1.01,0.091,0.481,3.94,,0.2497,
1,2,5683.00,1.47,1.01,0.100,,4.11,,0.1165,
1,2,5684.00,1.42,0.97,0.020,,4.12,,0.2349,
1,2,5900.00,1.46,1.02,,,4.12,8.200,,
1,2,5684.00,1.42,0.97,0.020,,4.12,,0.2349,
1,2,5694.42,1.79,1.01,0.091,0.481,3.94,,0.2497,
1,2,5694.42,1.79,1.01,0.091,0.481,3.94,,0.2497,
1,2,5763.00,1.38,1.05,0.110,,4.18,7.590,,
1,2,5683.00,1.47,1.01,0.100,,4.11,,0.1532,
1,2,5684.00,1.42,0.97,0.020,,4.12,,0.2422,
1,2,5694.42,1.79,1.01,0.091,0.481,3.94,,0.2497,
1,2,5684.00,1.42,0.97,0.020,,4.12,,0.2422,
1,2,5900.00,1.46,1.02,,,4.12,8.200,,
1,2,5694.42,1.79,1.01,0.091,0.481,3.94,,0.2497,
1,2,5763.00,1.38,1.05,0.110,,4.18,7.590,,
1,2,5684.00,1.76,,,,4.00,,,
1,2,5634.00,1.82,,,,,,,
1,2,5694.42,1.79,1.01,0.091,0.481,3.94,,0.2497,
1,2,5684.00,1.42,0.97,0.020,,4.12,,0.2422,
1,4,5999.00,1.78,1.20,0.020,,4.02,4.790,,
1,4,5951.00,1.69,1.09,-0.080,,4.02,,0.3045,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.3035,
1,4,5898.00,1.77,,,,,,,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.3035,
1,4,5923.00,1.74,,,,4.02,,,
1,4,,1.74,1.14,,,,,,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5897.00,1.51,1.10,,,4.12,6.500,,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.3035,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5923.00,1.74,,,,4.02,,,
1,4,5999.00,1.78,1.20,0.020,,4.02,4.790,,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.2931,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5951.00,1.69,1.09,-0.080,,4.02,,0.3062,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.2931,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.2931,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5898.00,1.77,,,,,,,
1,4,5897.00,1.51,1.10,,,4.12,6.500,,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.1282,
1,4,5923.00,1.74,,,,4.02,,,
1,4,5951.00,1.69,1.09,-0.080,,4.02,,0.3568,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5999.00,1.78,1.20,0.020,,4.02,4.790,,
1,4,5898.00,1.77,,,,,,,
1,4,5897.00,1.51,1.10,,,4.12,6.500,,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.1282,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.1282,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.0535,
1,4,5897.00,1.51,1.10,,,4.12,6.500,,
1,4,5999.00,1.78,1.20,0.020,,4.02,4.790,,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,,1.74,1.14,,,,,,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,4,5898.00,1.77,,,,,,,
1,4,5951.00,1.69,1.09,-0.080,,4.02,,0.2448,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.0535,
1,4,5923.00,1.74,1.14,-0.070,,4.01,,0.0535,
1,4,5860.88,1.90,1.06,-0.029,0.586,3.90,,0.2166,
1,3,5353.00,1.02,0.87,0.160,,4.36,,1.7952,
1,3,5627.00,0.81,0.88,-0.240,,4.57,,1.2358,
1,3,5495.56,0.77,0.96,0.033,-0.313,4.65,,2.9743,
1,3,5446.00,0.78,,,,,,,
1,3,5639.00,0.83,0.93,,,4.57,0.400,,
1,3,5495.56,0.77,0.96,0.033,-0.313,4.65,,2.9743,
1,3,5627.00,0.81,0.88,-0.240,,4.57,,1.2358,
1,3,5627.00,0.81,0.88,-0.240,,4.57,,1.2358,
1,3,5571.00,0.90,0.93,-0.010,,4.50,4.370,,
1,3,5631.00,0.80,,,,4.59,,,
1,3,5495.56,0.77,0.96,0.033,-0.313,4.65,,2.9743,
1,3,,0.81,0.88,,,,,,
1,3,5353.00,1.02,0.87,0.160,,4.36,,2.0481,
1,3,5627.00,0.81,0.88,-0.240,,4.57,,2.1439,
1,3,5627.00,0.81,0.88,-0.240,,4.57,,2.1439,
1,3,5446.00,0.78,,,,,,,
1,3,5631.00,0.80,,,,4.59,,,
1,3,5495.56,0.77,0.96,0.033,-0.313,4.65,,2.9743,
1,3,5495.56,0.77,0.96,0.033,-0.313,4.65,,2.9743,
1,3,5495.56,0.77,0.96,0.033,-0.313,4.65,,2.9743,
1,3,5627.00,0.81,0.88,-0.240,,4.57,,2.1439,
1,3,5571.00,0.90,0.93,-0.010,,4.50,4.370,,
1,3,5639.00,0.83,0.93,,,4.57,0.400,,
1,3,5639.00,0.83,0.93,,,4.57,0.400,,
1,3,5446.00,0.78,,,,,,,
1,3,5627.00,0.81,0.88,-0.240,,4.57,,2.3201,
1,3,5627.00,0.81,0.88,-0.240,,4.57,,2.3201,
1,3,5495.56,0.77,0.96,0.033,-0.313,4.65,,2.9743,
1,3,5495.56,0.77,0.96,0.033,-0.313,4.65,,2.9743,
1,3,5353.00,1.02,0.87,0.160,,4.36,,2.0939,
1,3,5571.00,0.90,0.93,-0.010,,4.50,4.370,,
1,3,5631.00,0.80,,,,4.59,,,
1,3,5627.00,0.81,0.88,-0.240,,4.57,,2.3201,
1,3,,0.81,0.88,,,,,,
1,3,5495.56,0.77,0.96,0.033,-0.313,4.65,,2.9743,
2,1,5913.00,1.16,1.05,-0.070,0.173,4.33,,,
1,2,8241.00,3.18,2.05,-0.100,,3.75,,0.3900,
1,2,6620.00,1.68,,,,,,,
1,2,6620.00,1.85,,,,4.06,,,
1,2,7852.93,1.47,1.87,-0.080,0.867,4.38,,0.8356,
1,2,7115.00,2.08,1.65,0.060,,4.02,1.290,,
1,2,6642.00,1.85,1.42,-0.020,,4.06,,0.5571,
1,2,8241.00,3.18,2.05,-0.100,,3.75,,0.3900,
1,2,8241.00,3.18,2.05,-0.100,,3.75,,0.3900,
1,2,8241.00,3.18,2.05,-0.100,,3.75,,0.7344,
1,2,7115.00,2.08,1.65,0.060,,4.02,1.290,,
1,2,7852.93,1.47,1.87,-0.080,0.867,4.38,,0.8356,
1,2,8241.00,3.18,2.05,-0.100,,3.75,,0.7344,
1,2,8229.00,2.83,2.09,,,3.86,0.800,,
1,2,8241.00,3.18,2.05,-0.100,,3.75,,0.7344,
1,2,7852.93,1.47,1.87,-0.080,0.867,4.38,,0.8356,
1,2,6620.00,1.85,,,,4.06,,,
1,2,6642.00,1.85,1.42,-0.020,,4.06,,0.6213,
1,2,6620.00,1.68,,,,,,,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.6635,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.6635,
1,4,6000.00,1.01,1.01,,,4.43,3.600,,
1,4,6012.00,1.02,,,,4.44,,,
1,4,5616.00,1.11,0.96,0.140,,4.33,,0.8570,
1,4,5755.00,0.99,1.00,0.030,,4.44,4.680,,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.6635,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,5722.00,1.21,,,,,,,
1,4,5722.00,1.21,,,,,,,
1,4,6012.00,1.02,,,,4.44,,,
1,4,5755.00,0.99,1.00,0.030,,4.44,4.680,,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.9138,
1,4,5616.00,1.11,0.96,0.140,,4.33,,0.9073,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.9138,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.9138,
1,4,6000.00,1.01,1.01,,,4.43,3.600,,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,5616.00,1.11,0.96,0.140,,4.33,,0.6198,
1,4,6012.00,1.02,,,,4.44,,,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.4427,
1,4,5722.00,1.21,,,,,,,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,6000.00,1.01,1.01,,,4.43,3.600,,
1,4,5755.00,0.99,1.00,0.030,,4.44,4.680,,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.4427,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.4427,
1,4,6000.00,1.01,1.01,,,4.43,3.600,,
1,4,5616.00,1.11,0.96,0.140,,4.33,,0.8068,
1,4,5755.00,0.99,1.00,0.030,,4.44,4.680,,
1,4,5722.00,1.21,,,,,,,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,6012.00,1.02,,,,4.44,,,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.0436,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.0436,
1,4,6008.00,1.00,1.00,-0.140,,4.43,,0.0436,
1,4,5669.00,1.20,1.01,,0.127,4.28,,0.8237,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,2.0737,
1,4,6139.09,1.49,1.16,-0.001,0.453,4.16,,0.4944,
1,4,6366.00,1.34,1.26,0.120,,4.28,2.040,,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,2.0737,
1,4,6272.00,1.39,,,,,,,
1,4,6297.00,1.37,1.25,0.140,,4.26,,0.1334,
1,4,6175.00,1.47,,,,4.19,,,
1,4,6139.09,1.49,1.16,-0.001,0.453,4.16,,0.4944,
1,4,6139.09,1.49,1.16,-0.001,0.453,4.16,,0.4944,
1,4,6464.00,1.12,1.19,,,4.41,0.240,,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,2.0737,
1,4,6139.09,1.49,1.16,-0.001,0.453,4.16,,0.4944,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,13.4855,
1,4,6366.00,1.34,1.26,0.120,,4.28,2.040,,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,13.4855,
1,4,6297.00,1.37,1.25,0.140,,4.26,,0.0861,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,13.4855,
1,4,6175.00,1.47,,,,4.19,,,
1,4,6272.00,1.39,,,,,,,
1,4,6139.09,1.49,1.16,-0.001,0.453,4.16,,0.4944,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,0.0135,
1,4,6175.00,1.47,,,,4.19,,,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,0.0135,
1,4,6366.00,1.34,1.26,0.120,,4.28,2.040,,
1,4,6464.00,1.12,1.19,,,4.41,0.240,,
1,4,6272.00,1.39,,,,,,,
1,4,6139.09,1.49,1.16,-0.001,0.453,4.16,,0.4944,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,0.0135,
1,4,6139.09,1.49,1.16,-0.001,0.453,4.16,,0.4944,
1,4,6297.00,1.37,1.25,0.140,,4.26,,0.0129,
1,4,6297.00,1.37,1.25,0.140,,4.26,,0.0425,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,0.5788,
1,4,6272.00,1.39,,,,,,,
1,4,6139.09,1.49,1.16,-0.001,0.453,4.16,,0.4944,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,0.5788,
1,4,6366.00,1.34,1.26,0.120,,4.28,2.040,,
1,4,6475.00,1.18,1.20,-0.060,,4.38,,0.5788,
1,2,5750.81,1.29,1.03,0.145,0.216,4.23,,0.6732,
1,2,6122.00,1.05,1.02,-0.140,,4.41,,0.2945,
1,2,5750.81,1.29,1.03,0.145,0.216,4.23,,0.6732,
1,2,6122.00,1.05,1.02,-0.140,,4.41,,0.2945,
1,2,5808.00,1.37,1.05,0.140,,4.18,,0.5399,
1,2,5860.00,1.30,1.08,0.120,,4.24,6.030,,
1,2,6122.00,1.05,1.02,-0.140,,4.41,,0.2945,
1,2,6111.00,1.06,1.05,,,4.41,2.900,,
1,2,5807.00,1.43,,,,4.18,,,
1,2,5781.00,1.23,,,,,,,
1,2,5750.81,1.29,1.03,0.145,0.216,4.23,,0.6732,
1,2,5807.00,1.43,,,,4.18,,,
1,2,5750.81,1.29,1.03,0.145,0.216,4.23,,0.6732,
1,2,5781.00,1.23,,,,,,,
1,2,6122.00,1.05,1.02,-0.140,,4.41,,12.8811,
1,2,6122.00,1.05,1.02,-0.140,,4.41,,12.8811,
1,2,5808.00,1.37,1.05,0.140,,4.18,,0.8370,
1,2,6122.00,1.05,1.02,-0.140,,4.41,,12.8811,
1,2,5750.81,1.29,1.03,0.145,0.216,4.23,,0.6732,
1,2,5860.00,1.30,1.08,0.120,,4.24,6.030,,
1,2,5750.81,1.29,1.03,0.145,0.216,4.23,,0.6732,
1,2,5774.00,0.96,0.94,-0.100,,4.45,,9.9321,
1,2,5774.00,0.96,0.94,-0.100,,4.45,,9.9321,
1,2,5774.00,0.96,0.94,-0.100,,4.45,,9.9321,
