pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_gaiamag
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,0,,1.02,13.5,1.21,505,1.59,Mass,,,,0,,,,0.21,,,,,,,,,,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,0,,3.04,12.4,1.11,3585,11.28,Mass,,,,0,,,,0.81,,,,,,,,,,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,0,,1.18,1.96,0.175,4.5,0.014,Mass,,,,0,,,,0.23,,,,,,,,,,
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,0,,0.59,14,1.25,240,0.75,Mass,,,,0,,,,0.04,,,,,,,,,,
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,0,,0.97,3.81,0.34,13.93,0.04383,Mass,,,,0,,,,0.23,,,,,,,,,,
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,0,,0.63,1.82,0.162,3.96,0.0125,Mass,,,,0,,,,0.12,,,,,,,,,,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,0,5480,5,12.9,1.15,1500,4.8,Mass,0,,,0,G V,5912,,1,-0.24,[Fe/H],,4.5,,,,,,
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,0,,1.8,13.5,1.2,570,1.8,Mass,,,,0,,,,0.18,,,,,,,,,,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,0,,0.8,13.2,1.18,890,2.8,Mass,,,,0,,,,0.18,,,,,,,,,,
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,0,,4.51,14.1,1.25,210,0.67,Mass,,,,0,,,,1.11,,,,,,,,,,
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,0,,3.3,14,1.25,240,0.77,Mass,,,,0,,,,0.43,,,,,,,,,,
OGLE-TR-10 b,OGLE-TR-10,1,1,0,3.101278,0.0434,14.011,1.25,197.046,0.62,Mass,0.82,,1702,0,G2 V,5950,1.17,1.14,0.28,[Fe/H],0.188,4.18,3.1,0.509,7.7,,-6.25,15.6845
OGLE-TR-111 b,OGLE-TR-111,1,1,0,4.0144463,0.0473,11.422,1.019,174.799,0.55,Mass,0.54,,1019,0,K2 V,5040,0.83,0.82,0.19,,-0.339,4.54,8.8,2.14,1,,25.15,16.5277
OGLE-TR-113 b,OGLE-TR-113,1,1,0,1.4324752,0.02289,12.251,1.093,400.449,1.26,Mass,0.15,,1342,0,K4 V,4790,0.77,0.78,0.09,,-0.529,4.55,13.2,2.365,9,,-7.94,15.443
OGLE-TR-132 b,OGLE-TR-132,1,1,0,1.689868,0.03035,13.45,1.2,375.02,1.18,Mass,0.6,,2013,0,F5 V,6210,1.32,1.3,0.37,[Fe/H],0.371,4.31,1.2,0.72,,,39.68,16.4883
OGLE-TR-182 b,OGLE-TR-182,1,1,0,3.9791,0.051,12.666,1.13,320.995,1.01,Mass,0,,1550,0,,5924,1.14,1.14,0.37,,0.241,4.14,4.3,0.46,,,,16.6783
OGLE-TR-211 b,OGLE-TR-211,1,1,0,3.67724,0.051,15.244,1.36,327.351,1.03,Mass,0,,1686,0,,6325,1.64,1.33,0.11,,0.267,4.17,2.6,0.486,,,,15.0702
OGLE-TR-56 b,OGLE-TR-56,1,1,0,1.2119189,0.02383,15.278,1.363,441.77,1.39,Mass,0.67,,2212,0,F8 V,6050,1.74,1.17,0.25,[Fe/H],0.35,4.09,3,0.361,3.2,,-48.32,12.909225
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,0,2.4855335,0.0308,18.046,1.61,1430.175,4.5,Mass,,,2034,0,,6933,1.53,1.52,-0.05,[Fe/H],0.512,4.24,1,0.597,39.33,,,14.5637
Oph 11 b,Oph 11,1,1,0,7300000,243,12.3,1.1,4449.62,14,Mass,,,2175,0,M9,2375,0.23,0.02,,,-2.77,4.25,5,22.64533,,,,18.912
PDS 70 b,PDS 70,1,2,0,43500,20,30.488,2.72,953.49,3,Mass,0.19,,1204,0,K7,3972,1.26,0.76,-0.11,[Fe/H],-0.456,3.68,0.005,0.5411,17.27,,3.13,11.5848
PDS 70 c,PDS 70,1,2,0,,34,22.866,2.04,635.66,2,Mass,0.11,,995,0,K7,3972,1.06,0.76,-0.11,[Fe/H],-0.489,3.68,0.005,0.5411,17.27,,3.13,11.5848
PH2 b,PH2,1,1,0,282.5255,0.828,10.12,0.903,25426.4,80,Mass,0.41,1.21,281,0,,5629,1,0.94,-0.078,[Fe/H],-0.102,4.41,2.04,1.3,1.43,,,12.5811
POTS-1 b,POTS-1,1,1,0,3.1606296,0.03734,10.548,0.941,734.16,2.31,Mass,,,,0,K5 V,4400,0.59,0.69,-0.03,[Fe/H],-1.087,4.63,,4.814,5.3,,-16.23,17.2604
PSR B0329+54 b,PSR B0329+54,1,1,0,10140,10.26,1.22,0.109,1.97,0.0062,Msini,0.236,,,0,,,,1.44,,,,,,,,,,20.1861
PSR B1257+12 b,PSR B1257+12,1,3,0,25.262,0.19,0.338,0.03,0.02,0.00006,Mass,0,,,0,,,,1.4,,,,,3,,,,,
PSR B1257+12 c,PSR B1257+12,1,3,0,66.5419,0.36,1.91,0.17,4.3,0.01353,Mass,0.0186,,,0,,,,1.4,,,,,3,,,,,
PSR B1257+12 d,PSR B1257+12,1,3,0,98.2114,0.46,1.8,0.161,3.9,0.01227,Mass,0.0264,,,0,,,,1.4,,,,,3,,,,,
PSR J1719-1438 b,PSR J1719-1438,1,1,0,0.09070629,0.0044,,,382.8,1.2,Mass,0.06,,,0,,4500,0.04,1.4,,,,,12.5,,,,,
PSR J2322-2650 b,PSR J2322-2650,1,1,0,0.322964,0.0102,13.9,1.24,252.64307,0.7949,Msini,0.0017,,,0,,,,1.4,,,,,,,,,,
Pr0201 b,Pr0201,1,1,0,4.4264,0.06,14.2,1.27,171.6282,0.54,Msini,0,,,0,,6174,1.15,1.24,0.19,[Fe/H],0.245,4.41,,1.03503,9.6,,33.95,10.3508
Qatar-1 b,Qatar-1,1,1,0,1.4200242,0.02332,12.812,1.143,411.27202,1.294,Mass,0,,1418,0,,5013,0.8,0.84,0.171,[Fe/H],-0.438,4.55,1.19,2.286,1.76,23.7,-38.06,12.4764
Qatar-10 b,Qatar-10,1,1,0,1.645321,0.0286,17.295,1.543,233.92288,0.736,Mass,0,,1955,0,F7 V,6124,1.25,1.16,0.016,[Fe/H],0.3,4.3,3.2,0.823,5.9,,-25.49,12.6978
Qatar-2 b,Qatar-2,1,1,0,1.33711647,0.02153,14.056,1.254,792.635,2.494,Mass,0,,1344,0,,4645,0.78,0.74,0.02,[m/H],-0.683,4.53,5,2.241,3.28,18,-23.55,13.0276
Qatar-3 b,Qatar-3,1,1,0,2.5079204,0.03783,12.285,1.096,1369.8473,4.31,Mass,0,1330,1681,0,G0 V,6007,1.27,1.15,-0.041,[Fe/H],0.279,4.29,0.31,0.78,10.2,6.31,6.04,12.8203
Qatar-4 b,Qatar-4,1,1,0,1.8053564,0.02803,12.722,1.135,1938.763,6.1,Mass,0,614,1385,0,K1 V,5215,0.85,0.9,0.103,[Fe/H],-0.318,4.53,0.17,2.07,7.1,6.05,-28.76,13.4114
Qatar-5 b,Qatar-5,1,1,0,2.8792319,0.04127,12.408,1.107,1373.0256,4.32,Mass,0,669,1415,0,G2 V,5747,1.08,1.13,0.377,[Fe/H],0.056,4.43,0.53,1.286,4.5,12.1,-9.54,12.5241
Qatar-7 b,Qatar-7,1,1,0,2.032046,0.0352,19.055,1.7,597.5204,1.88,Mass,0,,2053,0,F4 V,6387,1.56,1.41,0.276,[Fe/H],0.563,4.2,1.69,0.521,13.8,5.9,-4.7,12.9275
Qatar-8 b,Qatar-8,1,1,0,3.71495,0.0474,14.404,1.285,117.91493,0.371,Mass,0,,1457,0,G0 V,5738,1.31,1.03,0.025,[Fe/H],0.228,4.21,8.3,0.641,2.7,,5.57,11.3494
Qatar-9 b,Qatar-9,1,1,0,1.540731,0.0234,11.31,1.009,378.2177,1.19,Mass,0,,1134,0,K5 V,4309,0.7,0.72,0.252,[Fe/H],-0.821,4.61,7.5,3.015,4.3,,2.92,13.6871
Ross 128 b,Ross 128,1,1,0,9.8658,0.0496,1.11,0.099,1.4,0.0044,Msini,0.116,1.38,301,0,M4,3192,0.2,0.17,-0.02,[M/H],-2.441,5.05,5,27.33385,,123,-30.9,9.59067
SWEEPS-11 b,SWEEPS-11,1,1,0,1.796,0.03,12.666,1.13,3082.82,9.7,Mass,,,,0,,,1.45,1.1,,,,,,,,,,
SWEEPS-4 b,SWEEPS-4,1,1,0,4.2,0.055,9.079,0.81,1207.7,3.8,Mass,,,,0,,,1.18,1.24,,,,,,,,,,
TAP 26 b,TAP 26,1,1,0,10.79,0.0968,13.5,1.2,527.5978,1.66,Msini,,,,0,,4620,1.17,1.04,-0.199,[M/H],-0.25,4.5,0.017,1.26737,68.2,0.71,20.97,11.8101
TCP J05074264+2447555 b,TCP J05074264+2447555,1,1,0,,0.5,2.99,0.266,9.2,0.029,Mass,,,,0,,5805,1.42,0.25,,,0.317,4.15,,0.50685,,,,13.8327
TIC 237913194 b,TIC 237913194,1,1,0,15.168865,0.1207,12.52,1.117,617.22586,1.942,Mass,0.575,8.09,974,0,G3,5788,1.09,1.03,0.14,[Fe/H],0.078,4.38,5.7,1.076,2.18,,30.03,11.9371
TOI-1130 b,TOI-1130,1,2,0,4.066499,0.04394,3.65,0.326,12.9,0.0407,M-R relationship,0.22,48.04,810,0,K7,4250,0.69,0.68,0.2,[Fe/H],-0.854,4.6,8.2,2.97,4,,-9.52,10.9028
TOI-1130 c,TOI-1130,1,2,0,8.350381,0.07098,16.814,1.5,309.56642,0.974,Mass,0.047,19.93,637,0,K7,4250,0.69,0.68,0.2,[Fe/H],-0.854,4.6,8.2,2.97,4,,-9.52,10.9028
TOI-122 b,TOI-122,1,1,0,5.07803,0.0392,2.72,0.243,7.85,0.0247,M-R relationship,0,8.8,471,0,M3 V,3403,0.33,0.31,,,-1.854,4.88,2,12.8,7.2,72,-72.4,14.3357
TOI-1235 b,TOI-1235,1,1,0,3.444729,0.03845,1.738,0.155,6.91,0.02174,Mass,0.15,53.6,754,0,,3872,0.63,0.64,0.05,[Fe/H],-1.097,4.65,,3.61,2.6,44.7,-27.75,10.8492
TOI-125 b,TOI-125,1,3,0,4.65382,0.05186,2.726,0.243,9.5,0.02989,Mass,0.194,185,1037,0,K0 V,5320,0.85,0.86,-0.02,[Fe/H],-0.285,4.52,6.8,1.99,1,,11.06,10.718
TOI-125 c,TOI-125,1,3,0,9.15059,0.0814,2.759,0.246,6.63,0.02086,Mass,0.066,77.59,828,0,K0 V,5320,0.85,0.86,-0.02,[Fe/H],-0.285,4.52,6.8,1.99,1,,11.06,10.718
TOI-125 d,TOI-125,1,3,0,19.98,0.137,2.93,0.261,13.6,0.04279,Mass,0.168,26.7,638,0,K0 V,5320,0.85,0.86,-0.02,[Fe/H],-0.285,4.52,6.8,1.99,1,,11.06,10.718
TOI-1266 b,TOI-1266,1,2,0,10.894843,0.0736,2.37,0.211,13.5,0.04248,Mass,0.09,4.9,413,1,M3,3600,0.42,0.45,-0.5,[Fe/H],-1.533,4.85,,8.99,,,-41.88,12.1222
TOI-1266 c,TOI-1266,1,2,0,18.80151,0.1058,1.56,0.139,2.2,0.00692,Mass,0.04,2.3,344,1,M3,3600,0.42,0.45,-0.5,[Fe/H],-1.533,4.85,,8.99,,,-41.88,12.1222
TOI-132 b,TOI-132,1,1,0,2.1097019,0.026,3.42,0.305,22.4,0.07048,Mass,0.059,860,1395,0,G8 V,5397,0.9,0.97,0.16,[Fe/H],-0.222,4.48,6.34,1.89,3,,-19.9,11.3208
TOI-1478 b,TOI-1478,1,1,0,10.180249,0.0903,11.882,1.06,270.47333,0.851,Mass,0.024,114.17,918,0,,5597,1.05,0.95,0.078,[Fe/H],-0.013,4.37,9.1,1.16,4.3,,21.16,10.6624
TOI-150.01,TOI-150,1,1,0,5.857487,0.07037,14.067,1.255,797.7533,2.51,Mass,0.262,750.97,1404,0,F,6255,1.53,1.35,0.28,[Fe/H],0.497,4.13,2.346,0.5332,7.96,,4.86,11.3408
TOI-157 b,TOI-157,1,1,0,2.0845435,0.03138,14.415,1.286,375.0394,1.18,Mass,0,1062,1588,0,G9 IV,5404,1.17,0.95,0.24,[Fe/H],0.02,4.28,12.82,0.842,2.5,,-6.11,12.5143
TOI-1601 b,TOI-1601,1,1,0,5.331751,0.06864,13.888,1.239,314.6517,0.99,Mass,0.036,1071.42,1619,0,,5948,2.19,1.52,0.329,[Fe/H],0.732,3.94,2.64,0.205,6.4,,-7.8,10.5276
TOI-163 b,TOI-163,1,1,0,4.231306,0.058,16.69,1.489,387.7526,1.22,Mass,0,1488.97,1669,0,F,6495,1.65,1.44,0.22,[Fe/H],0.636,4.19,1.823,0.4518,14.08,,22.74,11.2193
TOI-169 b,TOI-169,1,1,0,2.2554477,0.03524,12.173,1.086,251.40353,0.791,Mass,0,1443,1715,0,G1 V,5880,1.29,1.15,0.24,[Fe/H],0.253,4.28,4.7,0.756,2.5,,43.4,12.2379
TOI-172 b,TOI-172,1,1,0,9.47725,0.0914,10.817,0.965,1722.6386,5.42,Mass,0.3806,299,1198,0,,5645,1.78,1.13,0.148,[Fe/H],0.461,3.99,7.4,0.286,5.1,,-5.89,11.1927
TOI-1728 b,TOI-1728,1,1,0,3.49151,0.0391,5.05,0.451,26.78,0.08426,Mass,0.057,57.78,767,0,M0,3980,0.62,0.65,0.25,[Fe/H],-1.056,4.66,7.1,3.78,2,,-43.22,11.7294
TOI-178 b,TOI-178,1,6,0,1.914558,0.02607,1.152,0.103,1.5,0.00472,Mass,,,1040,0,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,1.5,,57.38,11.1523
TOI-178 c,TOI-178,1,6,0,3.23845,0.037,1.669,0.149,4.77,0.01501,Mass,,,873,0,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,1.5,,57.38,11.1523
TOI-178 d,TOI-178,1,6,0,6.5577,0.0592,2.572,0.229,3.01,0.00947,Mass,,48.71,690,0,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,1.5,,57.38,11.1523
TOI-178 e,TOI-178,1,6,0,9.961881,0.0783,2.207,0.197,3.86,0.01214,Mass,,20.54,600,0,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,1.5,,57.38,11.1523
TOI-178 f,TOI-178,1,6,0,15.231915,0.1039,2.287,0.204,7.72,0.02429,Mass,,,521,0,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,1.5,,57.38,11.1523
TOI-178 g,TOI-178,1,6,0,20.7095,0.1275,2.87,0.256,3.94,0.0124,Mass,,19.5,470,0,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,1.5,,57.38,11.1523
TOI-1899 b,TOI-1899,1,1,0,29.02,0.1587,12.89,1.15,209.7678,0.66,Mass,0.118,2.9,362,0,M0,3841,0.61,0.63,0.31,[Fe/H],-1.057,4.67,7.4,3.95,2,,-28.95,13.5553
TOI-201 b,TOI-201,1,1,0,52.97818,0.3,11.299,1.008,133.4886,0.42,Mass,0.28,7.86,759,0,F6 V,6394,1.32,1.32,0.24,[Fe/H],0.415,4.32,0.87,0.81,9.52,,17.29,8.94004
TOI-216.01,TOI-216,1,2,0,34.556,0.2069,11.29,1.007,200,0.62927,Mass,0.029,10.1,497,1,,5026,0.84,0.87,0.32,[M/H],-0.442,4.66,,2.38,,,36.3,12.1631
TOI-216.02,TOI-216,1,2,0,17.089,0.1293,7.69,0.686,30,0.09439,Mass,0.132,25.9,628,1,,5026,0.84,0.87,0.32,[M/H],-0.442,4.66,,2.38,,,36.3,12.1631
TOI-237 b,TOI-237,1,1,0,5.436098,0.0341,1.44,0.128,2.67,0.00839,M-R relationship,0,3.7,388,0,M4.5 V,3212,0.21,0.18,,,-2.387,5.04,4.5,25.6,6.4,102,7.8,14.754
TOI-251 b,TOI-251,1,1,0,4.93777,0.05741,2.74,0.244,317.83,1,Mass,0,277.59,1041,0,,5875,0.88,1.04,-0.106,[Fe/H],-0.08,4.56,0.18,1.67941,11.5,3.84,-2.06,9.75411
TOI-270 b,TOI-270,1,3,0,3.36008,0.0306,1.247,0.111,2.09,0.00657,M-R relationship,0,22.17,528,0,M3.0 V,3386,0.38,0.4,-0.17,[Fe/H],-1.77,4.84,,10.5,,,,11.6306
TOI-270 c,TOI-270,1,3,0,5.660172,0.0472,2.42,0.216,6.44,0.0203,M-R relationship,0,14,424,0,M3.0 V,3386,0.38,0.4,-0.17,[Fe/H],-1.77,4.84,,10.5,,,,11.6306
TOI-270 d,TOI-270,1,3,0,11.38014,0.0733,2.13,0.19,5.18,0.0163,M-R relationship,0,4.36,340,0,M3.0 V,3386,0.38,0.4,-0.17,[Fe/H],-1.77,4.84,,10.5,,,,11.6306
TOI-481 b,TOI-481,1,1,0,10.33111,0.097,11.097,0.99,486.2799,1.53,Mass,0.153,342.64,1370,0,G,5735,1.66,1.14,0.26,[Fe/H],0.435,4.06,6.7,12.52,4.54,,38.19,9.84659
TOI-519 b,TOI-519,1,1,0,1.2652328,0.012,11.994,1.07,4449.62,14,Mass,,53.99,760,0,M3.5,3350,0.37,0.37,,,-1.857,5,,12.2,,,,15.7067
TOI-540 b,TOI-540,1,1,0,1.2391491,0.01223,0.903,0.081,0.674,0.00212,M-R relationship,0,23.4,611,0,M V,3216,0.19,0.16,,,-2.461,4.44,1.1,30.58604,13.5,0.73,,12.8938
TOI-561 b,TOI-561,1,5,0,0.446578,0.01055,1.423,0.127,1.59,0.005,Mass,0,4628.63,2480,0,G9 V,5455,0.85,0.79,-0.33,[Fe/H],-0.282,4.47,5,1.809,2,,79.54,10.0128
TOI-561 c,TOI-561,1,5,0,10.779,0.08809,2.878,0.257,5.4,0.01699,Mass,0.06,66.33,860,0,G9 V,5455,0.85,0.79,-0.33,[Fe/H],-0.282,4.47,5,1.809,2,,79.54,10.0128
TOI-561 d,TOI-561,1,5,1,25.62,0.1569,2.53,0.226,11.95,0.0376,Mass,0.051,,,0,G9 V,5455,0.85,0.79,-0.33,[Fe/H],-0.247,4.47,5,1.809,2,,79.54,10.0128
TOI-561 e,TOI-561,1,5,1,77.23,0.3274,2.67,0.238,16,0.05034,Mass,0.061,,,0,G9 V,5455,0.85,0.79,-0.33,[Fe/H],-0.247,4.47,5,1.809,2,,79.54,10.0128
TOI-561 f,TOI-561,1,5,1,16.287,0.1174,2.32,0.207,3,0.00944,Mass,0,38,750,0,G9 V,5326,0.83,0.81,-0.41,[Fe/H],-0.282,4.5,10,1.95,2,,79.54,10.0128
TOI-564 b,TOI-564,1,1,0,1.651144,0.02734,11.433,1.02,464.98529,1.463,Mass,0.072,1423,1714,0,,5640,1.09,1,0.143,[Fe/H],0.033,4.36,7.3,1.095,,,7.72,11.1424
TOI-628 b,TOI-628,1,1,0,3.4095675,0.0486,11.882,1.06,2011.8639,6.33,Mass,0.072,1052.9,1586,0,,6250,1.34,1.31,0.258,[Fe/H],0.394,4.3,1.28,0.762,6.9,,20.07,10.0579
TOI-640 b,TOI-640,1,1,0,5.0037775,0.06608,19.851,1.771,279.6904,0.88,Mass,0.05,2498.75,1749,0,,6460,2.08,1.54,0.072,[Fe/H],0.834,3.99,1.99,0.24,6.1,,40.88,10.4006
TOI-677 b,TOI-677,1,1,0,11.2366,0.1038,13.115,1.17,392.83788,1.236,Mass,0.435,200.86,1252,0,F8,6295,1.28,1.18,0,[Fe/H],0.312,4.29,2.92,0.8,7.8,,,9.66082
TOI-700 b,TOI-700,1,3,0,9.97702,0.0677,1.037,0.093,1.11,0.00348,M-R relationship,0.081,5,417,0,M2 V,3461,0.42,0.41,-0.07,[Fe/H],-1.635,4.8,1.5,7.68,,54,-4.4,12.0665
TOI-700 c,TOI-700,1,3,0,16.05111,0.0929,2.65,0.236,7.51,0.0236,M-R relationship,0.078,2.66,356,0,M2 V,3461,0.42,0.41,-0.07,[Fe/H],-1.635,4.8,1.5,7.68,,54,-4.4,12.0665
TOI-700 d,TOI-700,1,3,0,37.42475,0.1633,1.144,0.102,1.57,0.00495,M-R relationship,0.111,0.85,269,0,M2 V,3461,0.42,0.41,-0.07,[Fe/H],-1.635,4.8,1.5,7.68,,54,-4.4,12.0665
TOI-763 b,TOI-763,1,2,0,5.6057,0.06,2.28,0.203,9.79,0.0308,Mass,0.04,323.45,1038,0,G,5450,0.9,0.92,0.01,[Fe/H],-0.154,4.45,,1.83425,1.7,27,-13.68,9.99915
TOI-763 c,TOI-763,1,2,0,12.2737,0.1011,2.63,0.235,9.32,0.02932,Mass,0.04,113.71,800,0,G,5450,0.9,0.92,0.01,[Fe/H],-0.154,4.45,,1.83425,1.7,27,-13.68,9.99915
TOI-776 b,TOI-776,1,2,0,8.24661,0.0652,1.85,0.165,4,0.01259,Mass,0.06,11.5,514,0,M1 V,3709,0.54,0.54,-0.2,[Fe/H],-1.31,4.73,7.8,6.024,,34.4,49.34,10.7409
TOI-776 c,TOI-776,1,2,0,15.6653,0.1,2.02,0.18,5.3,0.01668,Mass,0.04,4.9,415,0,M1 V,3709,0.54,0.54,-0.2,[Fe/H],-1.31,4.73,7.8,6.024,,34.4,49.34,10.7409
TOI-813 b,TOI-813,1,1,0,83.8911,0.423,6.71,0.599,36.4,0.114,M-R relationship,0,23.1,610,0,G0 IV,5907,1.94,1.32,0.1,[Fe/H],0.619,3.86,3.73,0.254,8.2,,1.19,10.2352
TOI-824 b,TOI-824,1,1,0,1.392978,0.02177,2.926,0.261,18.467,0.0581,Mass,,412,1253,0,K4 V,4600,0.69,0.71,-0.092,[Fe/H],-0.71,4.61,7.5,2.98,2.165,,29.33,10.7616
TOI-837 b,TOI-837,1,1,0,8.3248762,,8.631,0.77,381.396,1.2,Msini,0,218.74,981,0,G0/F9 V,6047,1.02,1.12,-0.069,[Fe/H[,0.041,4.47,0.035,1.4,16.2,3,17.45,10.356
TOI-849 b,TOI-849,1,1,0,0.76552414,0.01598,3.444,0.307,39.09,0.12299,Mass,0,2314.06,1932,0,G,5373.8,0.92,0.93,0.19,[Fe/H],-0.218,4.48,6.7,1.685,,,9.35,12.0645
TOI-892 b,TOI-892,1,1,0,10.62656,0.092,11.994,1.07,301.9385,0.95,Mass,0.125,571.01,1397,0,F,6261,1.39,1.28,0.24,[Fe/H],0.431,4.26,2.2,0.482,7.69,,41.1,11.3435
TOI-905 b,TOI-905,1,1,0,3.739494,0.04666,13.126,1.171,211.99261,0.667,Mass,0.024,337,1192,0,,5570,0.92,0.97,0.14,[Fe/H],-0.137,4.5,3.4,1.76,,,42.44,11.0813
TOI-954 b,TOI-954,1,1,0,3.6849729,0.04963,9.55,0.852,55.30242,0.174,Mass,0.14,1393,1526,0,,5710,1.89,1.2,0.215,[Fe/H],0.535,3.96,6.14,0.249,5.6,,-6.89,10.2321
TRAPPIST-1 b,TRAPPIST-1,1,7,0,1.51087081,0.01111,1.086,0.097,0.85,0.00267,Mass,0.081,4.25,400,1,,2559,0.12,0.08,0.04,[Fe/H],-3.281,5.28,0.5,71.5,,1.4,-54,15.6451
TRAPPIST-1 c,TRAPPIST-1,1,7,0,2.4218233,0.01521,1.056,0.094,1.38,0.00434,Mass,0.083,2.27,342,1,,2559,0.12,0.08,0.04,[Fe/H],-3.281,5.28,0.5,71.5,,1.4,-54,15.6451
TRAPPIST-1 d,TRAPPIST-1,1,7,0,4.04961,0.02144,0.772,0.069,0.41,0.00129,Mass,0.07,1.14,288,1,,2559,0.12,0.08,0.04,[Fe/H],-3.281,5.28,0.5,71.5,,1.4,-54,15.6451
TRAPPIST-1 e,TRAPPIST-1,1,7,0,6.099615,0.02817,0.918,0.082,0.62,0.00195,Mass,0.085,0.66,251,1,,2559,0.12,0.08,0.04,[Fe/H],-3.281,5.28,0.5,71.5,,1.4,-54,15.6451
TRAPPIST-1 f,TRAPPIST-1,1,7,0,9.20669,0.0371,1.045,0.093,0.68,0.00214,Mass,0.063,0.38,219,1,,2559,0.12,0.08,0.04,[Fe/H],-3.281,5.28,0.5,71.5,,1.4,-54,15.6451
TRAPPIST-1 g,TRAPPIST-1,1,7,0,12.35294,0.0451,1.127,0.101,1.34,0.00422,Mass,0.061,0.26,199,1,,2559,0.12,0.08,0.04,[Fe/H],-3.281,5.28,0.5,71.5,,1.4,-54,15.6451
TRAPPIST-1 h,TRAPPIST-1,1,7,0,18.767,0.061935,0.752,0.067,0.331,0.00104,Mass,0.00567,0.17,173,1,,2559,0.11,0.09,0.04,[Fe/H],-3.281,5.28,0.5,84.53079,,1.4,-54,15.6451
TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,0,193.2,0.66,12.7,1.14,1938.763,6.1,Msini,0.08,,,0,,4679,9.99,1.04,-0.38,[Fe/H],1.67,2.49,,,3,169,-52.88,9.92369
TYC 1422-614-1 b,TYC 1422-614-1,1,2,0,198.4,0.69,13.3,1.18,794.5,2.5,Msini,0.06,,,0,,4806,6.85,1.15,-0.2,[Fe/H],1.35,2.85,5.89,,1.4,,37.37,9.91329
TYC 1422-614-1 c,TYC 1422-614-1,1,2,0,559.3,1.37,12.5,1.11,3178,10,Msini,0.048,,,0,,4806,6.85,1.15,-0.2,[Fe/H],1.35,2.85,5.89,,1.4,,37.37,9.91329
TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,0,562,1.414,13.1,1.17,1086.9786,3.42,Msini,0.098,,,0,,4776,5.9,1.19,-0.06,[Fe/H],1.21,2.97,,,1.5,198,24.81,9.4629
TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,0,26.468,0.21,12.8,1.14,1716.282,5.4,Msini,0.036,,1350,0,,5130,6.26,1.87,-0.08,[Fe/H],1.38,3.11,1.35,,3.2,99,9.54,9.42321
TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,0,101.54,0.422,12.4,1.11,3426.2074,10.78,Msini,0.28,,,0,,4300,16.21,0.97,-0.07,[Fe/H],1.91,2,10.1,,3,,-12.36,9.90946
TYC 8998-760-1 b,TYC 8998-760-1,1,2,0,,162,12.3,1.1,4449.62,14,Mass,,,,0,K3 IV,4573,0.95,1,,,-0.339,4.29,0.017,0.98576,,,12.84,10.6505
TYC 8998-760-1 c,TYC 8998-760-1,1,2,0,,320,12.33,1.1,1906.98,6,Mass,,,1240,0,K3 IV,4573,0.95,1,,,-0.367,4.29,0.017,0.98576,,,12.84,10.6505
Teegarden's Star b,Teegarden's Star,1,2,0,4.91,0.0252,1.02,0.091,1.05,0.0033,Msini,0,1.15,,0,M7.0 V,2904,0.11,0.09,-0.19,[Fe/H],-3.137,5.27,8,79.80688,2,,,12.2746
Teegarden's Star c,Teegarden's Star,1,2,0,11.409,0.0443,1.04,0.093,1.11,0.00349,Msini,0,0.37,,0,M7.0 V,2904,0.11,0.09,-0.19,[Fe/H],-3.137,5.27,8,79.80688,2,,,12.2746
TrES-3 b,TrES-3,1,1,0,1.30618581,0.02282,14.975,1.336,607.03,1.91,Mass,0,,1638,0,G4 V,5650,0.83,0.93,-0.2,[Fe/H],-0.204,4.57,1,2.322,1.5,,10.84,12.1995
