default_flag,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_radj,pl_masse,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
0,1,2,20.48538930,,,,5032.18,2.74,,0.054,[M/H],,,,,,,
0,1,2,20.48544030,2.380,,,5267.00,2.56,1.31,0.020,[Fe/H],,3.74,,0.1656,,,
0,1,2,20.48538930,3.600,,,4938.00,3.32,1.14,0.000,[Fe/H],,3.45,,0.0303,,,
0,1,2,,2.967,0.265,,5090.00,2.74,,,,,,,,,,
1,1,2,20.48543500,3.540,0.316,,4940.00,3.57,,,,,3.46,,,,,
0,1,2,20.48544030,2.380,,,5267.00,2.56,1.31,0.020,[Fe/H],,3.74,,0.1656,,,
0,1,2,20.48812203,,,,5032.18,2.74,,0.054,[M/H],,,,,,,
0,1,2,20.48624659,,,,5032.18,2.74,,0.054,[M/H],,,,,,,
0,1,2,,0.968,0.086,,5951.00,1.16,,,,,,,,,,
0,1,2,5.34185804,0.990,0.088,,6001.00,1.14,1.07,-0.020,[Fe/H],,4.35,4.370,,,,
0,1,2,5.34182466,,,,6026.51,1.15,1.12,-0.436,[M/H],0.195,4.37,,1.0448,,,
0,1,2,5.34185804,1.190,,,6474.00,1.40,1.10,-0.300,[Fe/H],,4.19,,1.0298,,,
0,1,2,5.34185316,,,,6026.51,1.15,1.12,-0.436,[M/H],0.195,4.37,,1.0448,,,
0,1,2,5.34185804,1.190,,,6474.00,1.40,1.10,-0.300,[Fe/H],,4.19,,1.0298,,,
1,1,2,5.34185300,1.000,0.089,,5938.00,1.13,,,,,4.32,,,,,
0,1,2,5.34182466,0.950,,,5767.00,1.14,0.91,-0.140,[Fe/H],,4.29,,1.0041,,,
0,1,2,5.34178800,1.200,,,6482.00,1.46,1.23,,,,4.20,2.970,,,,
0,1,2,5.34185804,1.190,,,6474.00,1.40,1.10,-0.300,[Fe/H],,4.19,,1.0298,,,
0,1,2,10.42312041,1.310,,,6474.00,1.40,1.10,-0.300,[Fe/H],,4.19,,5.5782,,,
0,1,2,,1.093,0.098,,5951.00,1.16,,,,,,,,,,
1,1,2,10.42311800,1.100,0.098,,5938.00,1.13,,,,,4.32,,,,,
0,1,2,10.42312041,1.310,,,6474.00,1.40,1.10,-0.300,[Fe/H],,4.19,,5.5782,,,
0,1,2,10.42317343,1.070,,,5767.00,1.14,0.91,-0.140,[Fe/H],,4.29,,1.4801,,,
0,1,2,10.42307379,,,,6026.51,1.15,1.12,-0.436,[M/H],0.195,4.37,,1.0448,,,
0,1,2,10.42312041,1.130,0.101,,6001.00,1.14,1.07,-0.020,[Fe/H],,4.35,4.370,,,,
0,1,2,10.42317343,,,,6026.51,1.15,1.12,-0.436,[M/H],0.195,4.37,,1.0448,,,
0,1,2,10.42312041,1.310,,,6474.00,1.40,1.10,-0.300,[Fe/H],,4.19,,5.5782,,,
0,1,2,9.18244299,,,,6414.20,1.48,1.29,0.032,[M/H],0.524,4.21,,0.5607,,,
0,1,2,9.18243276,,,,6414.20,1.48,1.29,0.032,[M/H],0.524,4.21,,0.5607,,,
0,1,2,9.18247194,1.510,,,6735.00,1.60,1.31,-0.220,[Fe/H],,4.14,,0.7561,,,
1,1,2,9.18241700,1.290,0.115,,6189.00,1.38,,,,,4.23,,,,,
0,1,2,9.18247194,1.510,,,6735.00,1.60,1.31,-0.220,[Fe/H],,4.14,,0.7561,,,
0,1,2,,1.442,0.129,,6330.00,1.53,,,,,,,,,,
0,1,2,9.18252000,1.820,,,6742.00,1.70,1.38,,,,4.11,2.150,,,,
0,1,2,9.18247194,1.310,0.117,,6314.00,1.34,1.21,-0.010,[Fe/H],,4.26,2.880,,,,
0,1,2,9.18247194,1.510,,,6735.00,1.60,1.31,-0.220,[Fe/H],,4.14,,0.7561,,,
0,1,2,9.18244299,1.240,,,6194.00,1.31,1.10,-0.040,[Fe/H],,4.24,,0.8951,,,
0,1,2,14.61342510,1.400,,,6735.00,1.60,1.31,-0.220,[Fe/H],,4.14,,0.8640,,,
1,1,2,14.61361200,1.330,0.119,,6189.00,1.38,,,,,4.23,,,,,
0,1,2,14.61347810,,,,6414.20,1.48,1.29,0.032,[M/H],0.524,4.21,,0.5607,,,
0,1,2,,1.308,0.117,,6330.00,1.53,,,,,,,,,,
0,1,2,14.61360000,2.070,,,6742.00,1.70,1.38,,,,4.11,2.150,,,,
0,1,2,14.61347810,1.120,,,6194.00,1.31,1.10,-0.040,[Fe/H],,4.24,,0.8555,,,
0,1,2,14.61342794,,,,6414.20,1.48,1.29,0.032,[M/H],0.524,4.21,,0.5607,,,
0,1,2,14.61342510,1.400,,,6735.00,1.60,1.31,-0.220,[Fe/H],,4.14,,0.8640,,,
0,1,2,14.61342510,1.170,0.104,,6314.00,1.34,1.21,-0.010,[Fe/H],,4.26,2.880,,,,
0,1,2,14.61342510,1.400,,,6735.00,1.60,1.31,-0.220,[Fe/H],,4.14,,0.8640,,,
0,1,2,8.00505342,1.720,,,6426.00,1.15,1.15,-0.120,[Fe/H],,4.37,,1.9123,,,
1,1,2,8.00501300,1.600,0.143,,6402.00,1.13,,,,,4.41,,,,,
0,1,2,8.00504749,1.520,,,6398.00,1.10,1.14,-0.140,[Fe/H],,4.41,,1.9110,,,
0,1,2,8.00505342,1.720,,,6426.00,1.15,1.15,-0.120,[Fe/H],,4.37,,1.9123,,,
0,1,2,8.00547000,1.630,,,6392.00,1.10,1.17,,,,4.42,0.250,,,,
0,1,2,8.00505342,1.840,0.164,,6122.00,1.21,1.13,0.020,[Fe/H],,4.33,3.240,,,,
0,1,2,8.00504749,,,,5977.00,0.99,1.10,,,0.053,4.49,,1.5896,,,
0,1,2,8.00505342,1.720,,,6426.00,1.15,1.15,-0.120,[Fe/H],,4.37,,1.9123,,,
0,1,2,,1.401,0.125,,5871.00,1.02,,,,,,,,,,
0,1,2,8.00502697,,,,5977.00,0.99,1.10,,,0.053,4.49,,1.5896,,,
0,1,2,12.13065293,1.820,0.162,,6122.00,1.21,1.13,0.020,[Fe/H],,4.33,3.240,,,,
0,1,2,,1.487,0.133,,5871.00,1.02,,,,,,,,,,
0,1,2,12.13109543,,,,5977.00,0.99,1.10,,,0.053,4.49,,1.5896,,,
0,1,2,12.13065293,1.810,,,6426.00,1.15,1.15,-0.120,[Fe/H],,4.37,,1.9333,,,
0,1,2,12.13065293,1.810,,,6426.00,1.15,1.15,-0.120,[Fe/H],,4.37,,1.9333,,,
0,1,2,12.13065293,1.810,,,6426.00,1.15,1.15,-0.120,[Fe/H],,4.37,,1.9333,,,
1,1,2,12.13068600,1.660,0.148,,6402.00,1.13,,,,,4.41,,,,,
0,1,2,12.13123000,1.700,,,6392.00,1.10,1.17,,,,4.42,0.250,,,,
0,1,2,12.13070414,1.610,,,6398.00,1.10,1.14,-0.140,[Fe/H],,4.41,,1.8587,,,
0,1,2,12.13070414,,,,5977.00,0.99,1.10,,,0.053,4.49,,1.5896,,,
0,1,2,7.05429483,1.000,,,3765.00,0.52,0.53,0.020,[Fe/H],,4.72,,8.5096,,,
0,1,2,7.05427318,0.780,,,3735.00,0.40,0.41,-0.500,[Fe/H],,4.85,,11.1832,,,
0,1,2,7.05441000,1.130,,,4050.00,0.52,0.55,,,,4.74,14.000,,,,
0,1,2,7.05435071,,,,3897.00,0.64,0.62,,,-1.064,4.61,,3.2832,,,
0,1,2,,1.237,0.110,,3765.00,0.64,,,,,,,,,,
0,1,2,7.05427318,1.110,0.099,,3976.00,0.56,0.59,-0.070,[Fe/H],,4.71,3.310,,,,
0,1,2,7.05400000,0.840,0.075,,3735.00,0.40,0.41,-0.500,[Fe/H],,4.85,,,,,
0,1,2,7.05429483,,,,3897.00,0.64,0.62,,,-1.064,4.61,,3.2832,,,
0,1,2,7.05425900,1.186,0.106,,3931.00,0.55,0.58,-0.020,[Fe/H],-1.194,4.72,1.600,3.4700,,19.92,
0,1,2,,1.176,0.105,,3915.00,0.57,0.61,,,-1.180,,,,,,
1,1,2,7.05434600,1.030,0.092,,4262.00,0.56,,,,,4.73,,,,,
0,1,2,7.05427318,0.780,,,3735.00,0.40,0.41,-0.500,[Fe/H],,4.85,,11.1832,,,
0,1,2,7.05427318,0.780,,,3735.00,0.40,0.41,-0.500,[Fe/H],,4.85,,11.1832,,,
0,1,2,34.98998858,,,,3897.00,0.64,0.62,,,-1.064,4.61,,3.2832,,,
0,1,2,34.98870981,0.960,0.086,,3897.00,0.64,0.62,,,-1.064,4.61,,3.2832,,,
0,1,2,34.98700000,1.180,0.105,,3735.00,0.40,0.41,-0.500,[Fe/H],,4.85,,,,,
0,1,2,34.98956000,1.336,0.119,,3931.00,0.55,0.58,-0.020,[Fe/H],-1.194,4.72,1.600,3.4700,,19.92,
0,1,2,34.98944750,1.780,0.159,,3976.00,0.56,0.59,-0.070,[Fe/H],,4.71,3.310,,,,
0,1,2,,1.411,0.126,,3765.00,0.64,,,,,,,,,,
0,1,2,34.98944750,1.250,,,3735.00,0.40,0.41,-0.500,[Fe/H],,4.85,,0.4684,,,
0,1,2,34.98953599,,,,3897.00,0.64,0.62,,,-1.064,4.61,,3.2832,,,
1,1,2,34.98926200,1.320,0.118,,4262.00,0.56,,,,,4.73,,,,,
0,1,2,34.98944750,1.250,,,3735.00,0.40,0.41,-0.500,[Fe/H],,4.85,,0.4684,,,
0,1,2,,1.671,0.149,,3915.00,0.57,0.61,,,-1.180,,,,,,
0,1,2,34.98944750,1.250,,,3735.00,0.40,0.41,-0.500,[Fe/H],,4.85,,0.4684,,,
0,1,2,34.98978470,,,,3897.00,0.64,0.62,,,-1.064,4.61,,3.2832,,,
0,1,2,34.98978470,1.140,,,3765.00,0.52,0.53,0.020,[Fe/H],,4.72,,4.1962,,,
0,1,2,34.98804000,1.280,,,4050.00,0.52,0.55,,,,4.74,14.000,,,,
0,1,2,,3.168,0.283,,5656.00,0.90,,,,,,,,,,
0,1,2,42.99066000,3.500,,,5565.00,1.04,0.85,,,,4.33,14.000,,,,
0,1,2,42.99255302,3.490,,,5579.00,1.06,0.85,-0.120,[Fe/H],,4.32,,3.9730,,,
0,1,2,42.99232840,,,,5509.61,0.94,0.97,0.156,[M/H],-0.135,4.48,,1.6416,,,
0,1,2,42.99292187,,,,5509.61,0.94,0.97,0.156,[M/H],-0.135,4.48,,1.6416,,,
0,1,2,42.99255302,3.110,0.277,,5651.00,0.95,0.97,0.040,[Fe/H],,4.47,4.370,,,,
0,1,2,42.99255302,3.490,,,5579.00,1.06,0.85,-0.120,[Fe/H],,4.32,,3.9730,,,
0,1,2,42.99255302,3.490,,,5579.00,1.06,0.85,-0.120,[Fe/H],,4.32,,3.9730,,,
0,1,2,42.99232840,3.320,,,5593.00,0.94,0.92,0.020,[Fe/H],,4.45,,1.8064,,,
1,1,2,42.99400000,3.500,0.312,75.50000,,1.06,0.85,,,,4.32,,,,,
0,1,2,88.51125630,6.070,,,5579.00,1.06,0.85,-0.120,[Fe/H],,4.32,,0.5706,,,
0,1,2,88.51125630,6.070,,,5579.00,1.06,0.85,-0.120,[Fe/H],,4.32,,0.5706,,,
0,1,2,88.51125630,6.070,,,5579.00,1.06,0.85,-0.120,[Fe/H],,4.32,,0.5706,,,
1,1,2,88.50500000,5.300,0.473,17.90000,,1.06,0.85,,,,4.32,,,,,
0,1,2,88.51220140,,,,5509.61,0.94,0.97,0.156,[M/H],-0.135,4.48,,1.6416,,,
0,1,2,88.51125630,5.380,0.480,,5651.00,0.95,0.97,0.040,[Fe/H],,4.47,4.370,,,,
0,1,2,88.51220140,4.700,,,5593.00,0.94,0.92,0.020,[Fe/H],,4.45,,2.4762,,,
0,1,2,,4.495,0.401,,5656.00,0.90,,,,,,,,,,
0,1,2,88.51067812,,,,5509.61,0.94,0.97,0.156,[M/H],-0.135,4.48,,1.6416,,,
0,1,2,88.51658000,5.300,,,5565.00,1.04,0.85,,,,4.33,14.000,,,,
0,1,2,22.25085090,,,,,,,,,,,,,,,
0,1,2,22.25085090,2.070,,,5307.00,0.76,0.78,-0.280,[Fe/H],,4.57,,10.8582,,,
0,1,2,22.25082470,1.780,,,5114.00,0.68,0.74,-0.400,[Fe/H],,4.64,,46.7741,,,
0,1,2,22.25082470,1.780,,,5114.00,0.68,0.74,-0.400,[Fe/H],,4.64,,46.7741,,,
1,1,2,22.25094900,2.460,0.219,,5307.00,0.77,,,,,4.57,,,,,
0,1,2,22.25082470,1.980,0.177,,5231.00,0.76,0.79,-0.240,[Fe/H],,4.58,5.250,,,,
0,1,2,22.25088000,2.510,,,5299.00,0.74,0.84,,,,4.62,0.600,,,,
0,1,2,22.25082470,1.780,,,5114.00,0.68,0.74,-0.400,[Fe/H],,4.64,,46.7741,,,
0,1,2,135.49777450,6.350,0.567,,5231.00,0.76,0.79,-0.240,[Fe/H],,4.58,5.250,,,,
0,1,2,135.49782560,6.010,,,5307.00,0.76,0.78,-0.280,[Fe/H],,4.57,,1.3170,,,
1,1,2,135.49852700,6.180,0.551,,5307.00,0.77,,,,,4.57,,,,,
0,1,2,135.49797000,6.310,,,5299.00,0.74,0.84,,,,4.62,0.600,,,,
0,1,2,135.49777450,5.700,,,5114.00,0.68,0.74,-0.400,[Fe/H],,4.64,,1.4690,,,
0,1,2,135.49780189,,,,,,,,,,,,,,,
0,1,2,135.49782560,,,,,,,,,,,,,,,
0,1,2,135.49748743,,,,,,,,,,,,,,,
0,1,2,135.49777450,5.700,,,5114.00,0.68,0.74,-0.400,[Fe/H],,4.64,,1.4690,,,
0,1,2,135.49777450,5.700,,,5114.00,0.68,0.74,-0.400,[Fe/H],,4.64,,1.4690,,,
0,1,3,4.08141149,0.970,,,4494.00,0.66,0.70,-0.040,[Fe/H],,4.64,,0.5479,,,
1,1,3,4.08142300,0.930,0.083,,4493.00,0.61,,,,,4.69,,,,,
0,1,3,4.08141797,,,,4577.00,0.63,0.72,0.053,[M/H],-0.811,4.71,,4.1721,,,
0,1,3,4.08141480,0.730,,,4476.00,0.57,0.65,,,,4.73,1.000,,,,
0,1,3,,1.029,0.092,,4493.00,0.65,,,,,,,,,,
0,1,3,4.08141149,1.030,0.092,,4557.00,0.67,0.72,-0.060,[Fe/H],,4.64,2.340,,,,
0,1,3,4.08142611,,,,4577.00,0.63,0.72,0.053,[M/H],-0.811,4.71,,4.1721,,,
0,1,3,4.08141149,0.970,,,4494.00,0.66,0.70,-0.040,[Fe/H],,4.64,,0.5479,,,
0,1,3,4.08141155,1.000,,,4498.00,0.64,0.70,-0.080,[Fe/H],,4.66,,0.3784,,,
0,1,3,4.08141149,0.970,,,4494.00,0.66,0.70,-0.040,[Fe/H],,4.64,,0.5479,,,
0,1,3,4.08141155,,,,4577.00,0.63,0.72,0.053,[M/H],-0.811,4.71,,4.1721,,,
0,1,3,11.41945387,0.980,,,4494.00,0.66,0.70,-0.040,[Fe/H],,4.64,,0.3677,,,
0,1,3,,1.015,0.091,,4493.00,0.65,,,,,,,,,,
0,1,3,11.41945387,0.980,,,4494.00,0.66,0.70,-0.040,[Fe/H],,4.64,,0.3677,,,
0,1,3,11.41940900,0.920,,,4476.00,0.57,0.65,,,,4.73,1.000,,,,
1,1,3,11.41941200,1.010,0.090,,4493.00,0.61,,,,,4.69,,,,,
0,1,3,11.41949528,,,,4577.00,0.63,0.72,0.053,[M/H],-0.811,4.71,,4.1721,,,
0,1,3,11.41941928,0.990,,,4498.00,0.64,0.70,-0.080,[Fe/H],,4.66,,0.2153,,,
0,1,3,11.41945387,1.030,0.092,,4557.00,0.67,0.72,-0.060,[Fe/H],,4.64,2.340,,,,
0,1,3,11.41941928,,,,4577.00,0.63,0.72,0.053,[M/H],-0.811,4.71,,4.1721,,,
0,1,3,11.41943427,,,,4577.00,0.63,0.72,0.053,[M/H],-0.811,4.71,,4.1721,,,
0,1,3,11.41945387,0.980,,,4494.00,0.66,0.70,-0.040,[Fe/H],,4.64,,0.3677,,,
0,1,3,6.83440674,,,,4577.00,0.63,0.72,0.053,[M/H],-0.811,4.71,,4.1721,,,
0,1,3,6.83437800,0.740,,,4476.00,0.57,0.65,,,,4.73,1.000,,,,
0,1,3,6.83437001,0.850,,,4494.00,0.66,0.70,-0.040,[Fe/H],,4.64,,5.1073,,,
0,1,3,6.83444647,,,,4577.00,0.63,0.72,0.053,[M/H],-0.811,4.71,,4.1721,,,
0,1,3,6.83440674,1.010,,,4498.00,0.64,0.70,-0.080,[Fe/H],,4.66,,0.6972,,,
0,1,3,6.83437001,0.850,,,4494.00,0.66,0.70,-0.040,[Fe/H],,4.64,,5.1073,,,
1,1,3,6.83437001,0.880,0.079,,4557.00,0.67,0.72,-0.060,[Fe/H],,4.64,2.340,,,,
0,1,3,6.83437001,0.850,,,4494.00,0.66,0.70,-0.040,[Fe/H],,4.64,,5.1073,,,
0,1,3,,1.039,0.093,,4493.00,0.65,,,,,,,,,,
0,1,3,6.83438868,,,,4577.00,0.63,0.72,0.053,[M/H],-0.811,4.71,,4.1721,,,
0,1,3,14.42525565,1.420,0.127,,5682.00,0.94,0.94,-0.070,[Fe/H],,4.47,3.980,,,,
0,1,3,14.42516000,1.390,,,5613.00,0.82,0.93,,,,4.58,0.500,,,,
1,1,3,14.42528100,0.960,0.086,,5502.00,0.68,,,,,4.62,,,,,
0,1,3,14.42526350,,,,,,,,,,,,,,,
0,1,3,14.42525565,1.010,,,5500.00,0.68,0.71,-0.820,[Fe/H],,4.62,,2.5314,,,
0,1,3,14.42525565,1.010,,,5500.00,0.68,0.71,-0.820,[Fe/H],,4.62,,2.5314,,,
0,1,3,14.42525565,1.010,,,5500.00,0.68,0.71,-0.820,[Fe/H],,4.62,,2.5314,,,
0,1,3,14.42526350,1.680,,,5467.00,1.15,0.90,0.140,[Fe/H],,4.27,,2.3935,,,
0,1,3,14.42521959,,,,,,,,,,,,,,,
0,1,3,26.67568000,2.400,,,5613.00,0.82,0.93,,,,4.58,0.500,,,,
0,1,3,26.67570540,1.580,,,5500.00,0.68,0.71,-0.820,[Fe/H],,4.62,,6.5644,,,
1,1,3,26.67569000,1.430,0.128,,5502.00,0.68,,,,,4.62,,,,,
0,1,3,26.67578180,2.690,,,5467.00,1.15,0.90,0.140,[Fe/H],,4.27,,4.4975,,,
0,1,3,26.67570540,2.150,0.192,,5682.00,0.94,0.94,-0.070,[Fe/H],,4.47,3.980,,,,
0,1,3,26.67578180,,,,,,,,,,,,,,,
0,1,3,26.67570540,1.580,,,5500.00,0.68,0.71,-0.820,[Fe/H],,4.62,,6.5644,,,
0,1,3,26.67576670,,,,,,,,,,,,,,,
0,1,3,26.67570540,1.580,,,5500.00,0.68,0.71,-0.820,[Fe/H],,4.62,,6.5644,,,
0,1,3,26.67565352,,,,,,,,,,,,,,,
0,1,3,58.03374260,,,,,,,,,,,,,,,
0,1,3,58.03391475,,,,,,,,,,,,,,,
0,1,3,58.03370711,,,,,,,,,,,,,,,
1,1,3,58.03461600,1.890,0.169,,5502.00,0.68,,,,,4.62,,,,,
0,1,3,58.03438000,2.800,,,5613.00,0.82,0.93,,,,4.58,0.500,,,,
0,1,3,58.03410860,1.960,,,5500.00,0.68,0.71,-0.820,[Fe/H],,4.62,,3.0241,,,
0,1,3,58.03410860,1.960,,,5500.00,0.68,0.71,-0.820,[Fe/H],,4.62,,3.0241,,,
0,1,3,58.03374260,3.210,,,5467.00,1.15,0.90,0.140,[Fe/H],,4.27,,3.0300,,,
0,1,3,58.03410860,1.960,,,5500.00,0.68,0.71,-0.820,[Fe/H],,4.62,,3.0241,,,
0,1,3,58.03410860,2.660,0.237,,5682.00,0.94,0.94,-0.070,[Fe/H],,4.47,3.980,,,,
0,1,1,3.21366863,4.140,,,5781.00,1.53,1.09,0.090,[Fe/H],,4.11,,0.4638,,,
1,1,1,3.21346000,4.002,0.357,24.47200,5857.00,1.49,1.22,0.170,[Fe/H],0.354,4.17,4.500,,2.2000,,-61.00
0,1,1,3.21366863,4.140,,,5781.00,1.53,1.09,0.090,[Fe/H],,4.11,,0.4638,,,
0,1,1,3.21366863,4.140,,,5781.00,1.53,1.09,0.090,[Fe/H],,4.11,,0.4638,,,
0,1,1,3.21366893,,,,5772.00,1.60,1.03,0.120,[M/H],0.406,4.05,,0.3577,,,
0,1,1,3.21366893,4.130,,,5795.00,1.54,1.10,0.180,[Fe/H],,4.10,,0.4673,,,
0,1,1,3.21366739,,,,5772.00,1.60,1.03,0.120,[M/H],0.406,4.05,,0.3577,,,
0,1,1,,4.078,0.364,,5827.00,1.53,,,,,,,,,,
0,1,1,3.21365800,4.125,0.368,23.83725,5857.00,1.48,1.17,0.170,[Fe/H],,4.17,5.300,0.5100,,,
0,1,1,3.21366863,4.230,0.377,,5871.00,1.55,1.11,0.110,[Fe/H],,4.11,6.760,,,,
0,1,1,3.21366410,3.720,,,5858.00,1.27,1.12,,,,4.28,4.700,,,,
0,1,1,3.21366298,,,,5772.00,1.60,1.03,0.120,[M/H],0.406,4.05,,0.3577,,,
0,1,1,,13.612,1.214,,6510.00,2.21,,,,,,,,,,
0,1,1,6.87316523,13.800,,,6490.00,2.18,1.52,0.080,[Fe/H],,3.94,,0.2130,,,
0,1,1,6.87317910,7.000,,,6354.00,1.07,1.15,,,,4.44,0.270,,,,
0,1,1,6.87316523,13.620,1.215,,6354.00,2.15,1.49,0.090,[Fe/H],,3.95,2.450,,,,
0,1,1,6.87316640,,,,6014.00,2.36,1.11,,,0.819,3.74,,0.1184,,,
0,1,1,6.87316326,,,,6014.00,2.36,1.11,,,0.819,3.74,,0.1184,,,
0,1,1,6.87316523,13.800,,,6490.00,2.18,1.52,0.080,[Fe/H],,3.94,,0.2130,,,
0,1,1,6.87316640,13.440,,,6490.00,2.18,1.52,0.080,[Fe/H],,3.94,,0.2130,,,
0,1,1,6.87316523,13.800,,,6490.00,2.18,1.52,0.080,[Fe/H],,3.94,,0.2130,,,
0,1,1,6.87316970,16.141,1.440,686.51280,6510.00,2.48,1.46,0.100,[Fe/H],,3.81,0.800,0.1350,,,
0,1,1,6.87317139,,,,6014.00,2.36,1.11,,,0.819,3.74,,0.1184,,,
0,1,1,6.87316970,16.141,1.440,657.90810,6510.00,2.48,1.46,0.100,,,,0.800,,9.0000,,
0,1,1,6.87349000,14.235,1.270,673.79960,6510.00,2.24,1.42,0.100,[Fe/H],,3.89,2.100,0.1770,,,
1,1,1,6.87349000,13.110,1.170,699.20000,6510.00,2.13,1.48,0.100,[Fe/H],,3.94,2.800,0.2130,9.0000,,6.57
0,1,2,9.02431044,,,,5915.11,,,0.084,[M/H],,,,,,,
0,1,2,9.02436414,1.620,,,5885.00,1.11,1.00,0.000,[Fe/H],,4.35,,2.9036,,,
0,1,2,9.02439889,1.690,,,6099.00,1.15,1.07,0.000,[Fe/H],,4.35,,2.3856,,,
1,1,2,9.02438900,1.650,0.147,,5886.00,1.15,,,,,4.35,,,,,
0,1,2,9.02436094,,,,5915.11,,,0.084,[M/H],,,,,,,
0,1,2,9.02439889,1.690,,,6099.00,1.15,1.07,0.000,[Fe/H],,4.35,,2.3856,,,
0,1,2,9.02439100,1.760,,,6062.00,1.12,1.03,,,,4.35,4.900,,,,
0,1,2,9.02439889,1.590,0.142,,5980.00,1.12,1.08,0.040,[Fe/H],,4.37,3.630,,,,
0,1,2,9.02436414,,,,5915.11,,,0.084,[M/H],,,,,,,
0,1,2,9.02439889,1.690,,,6099.00,1.15,1.07,0.000,[Fe/H],,4.35,,2.3856,,,
1,1,2,17.34082400,1.490,0.133,,5886.00,1.15,,,,,4.35,,,,,
0,1,2,17.34062872,,,,5915.11,,,0.084,[M/H],,,,,,,
0,1,2,17.34088462,1.500,,,6099.00,1.15,1.07,0.000,[Fe/H],,4.35,,3.4904,,,
0,1,2,17.34088462,1.460,0.130,,5980.00,1.12,1.08,0.040,[Fe/H],,4.37,3.630,,,,
0,1,2,17.34088462,1.500,,,6099.00,1.15,1.07,0.000,[Fe/H],,4.35,,3.4904,,,
0,1,2,17.34088462,1.500,,,6099.00,1.15,1.07,0.000,[Fe/H],,4.35,,3.4904,,,
0,1,2,17.34090106,,,,5915.11,,,0.084,[M/H],,,,,,,
0,1,2,17.34087350,1.430,,,5885.00,1.11,1.00,0.000,[Fe/H],,4.35,,2.5939,,,
0,1,2,17.34087350,,,,5915.11,,,0.084,[M/H],,,,,,,
0,1,2,17.34095000,1.870,,,6062.00,1.12,1.03,,,,4.35,4.900,,,,
0,1,3,14.38337000,1.750,,,6362.00,1.46,1.20,,,,4.19,3.550,,,,
0,1,3,14.38338734,1.790,,,6347.00,1.37,1.05,-0.320,[Fe/H],,4.18,,0.1730,,,
0,1,3,14.38339880,,,,6132.00,1.70,1.16,,,0.566,4.04,,0.3327,,,
0,1,3,14.38338734,1.790,,,6347.00,1.37,1.05,-0.320,[Fe/H],,4.18,,0.1730,,,
0,1,3,14.38338734,1.790,,,6347.00,1.37,1.05,-0.320,[Fe/H],,4.18,,0.1730,,,
0,1,3,14.38322670,1.840,,,6115.00,1.29,1.08,-0.040,[Fe/H],,4.25,,0.0819,,,
0,1,3,14.38338734,1.690,0.151,,6184.00,1.29,1.17,0.020,[Fe/H],,4.28,3.390,,,,
0,1,3,14.38345309,,,,6132.00,1.70,1.16,,,0.566,4.04,,0.3327,,,
1,1,3,14.38303500,1.710,0.153,,6117.00,1.33,,,,,4.25,,,,,
0,1,3,14.38322670,,,,6132.00,1.70,1.16,,,0.566,4.04,,0.3327,,,
0,1,3,,2.464,0.220,,6045.00,1.73,,,,,,,,,,
0,1,3,47.31830020,2.460,,,6347.00,1.37,1.05,-0.320,[Fe/H],,4.18,,0.0519,,,
0,1,3,,2.816,0.251,,6045.00,1.73,,,,,,,,,,
0,1,3,47.32020475,,,,6132.00,1.70,1.16,,,0.566,4.04,,0.3327,,,
0,1,3,47.31830020,2.460,,,6347.00,1.37,1.05,-0.320,[Fe/H],,4.18,,0.0519,,,
0,1,3,47.31848024,,,,6132.00,1.70,1.16,,,0.566,4.04,,0.3327,,,
0,1,3,47.31866310,2.100,,,6115.00,1.29,1.08,-0.040,[Fe/H],,4.25,,0.3454,,,
0,1,3,47.31830020,2.460,,,6347.00,1.37,1.05,-0.320,[Fe/H],,4.18,,0.0519,,,
0,1,3,47.32382000,2.100,,,6362.00,1.46,1.20,,,,4.19,3.550,,,,
1,1,3,47.31821800,2.150,0.192,,6117.00,1.33,,,,,4.25,,,,,
0,1,3,47.31830020,2.260,0.202,,6184.00,1.29,1.17,0.020,[Fe/H],,4.28,3.390,,,,
0,1,3,47.31866310,,,,6132.00,1.70,1.16,,,0.566,4.04,,0.3327,,,
0,1,3,,3.450,0.308,,6045.00,1.73,,,,,,,,,,
0,1,3,184.25640500,2.360,,,6347.00,1.37,1.05,-0.320,[Fe/H],,4.18,,1.1262,,,
0,1,3,184.26274100,2.570,,,6115.00,1.29,1.08,-0.040,[Fe/H],,4.25,,0.1166,,,
0,1,3,184.25947208,,,,6132.00,1.70,1.16,,,0.566,4.04,,0.3327,,,
1,1,3,184.25640500,2.270,0.203,,6184.00,1.29,1.17,0.020,[Fe/H],,4.28,3.390,,,,
0,1,3,184.25640500,2.360,,,6347.00,1.37,1.05,-0.320,[Fe/H],,4.18,,1.1262,,,
0,1,3,184.26274100,,,,6132.00,1.70,1.16,,,0.566,4.04,,0.3327,,,
0,1,4,4.02874200,1.140,,,6534.00,1.23,1.21,,,,4.34,1.400,,,,
0,1,4,4.02877097,1.210,,,6052.00,1.20,1.01,-0.120,[Fe/H],,4.29,,1.0396,,,
0,1,4,,1.111,0.099,,6119.00,1.10,,,,,,,,,,
0,1,4,4.02875481,1.260,,,6522.00,1.22,1.14,-0.220,[Fe/H],,4.33,,0.7542,,,
